Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Logan Gilbert","SEA",11.8852,8.53293,13.9959,3.81539,30.5733,30.5733,0,0,183.963,748.591,167.529,84.7695,77.988,25.7751,41.9045,1.79412,5.66377,183.271,8.96616,2.05009,4.37354,1.26099,0.244822,0.0559779,0.18884387984871864,0.238979,1.13846,0.288132,0.719154,,,3.85972,3.04708,2.93936,61.65999984741211,2.4077,-0.356034,1.06187,"22250"
"Blake Snell",,10.9599,8.38494,12.6415,3.49707,27.3346,27.3346,0,0.131387,156.317,655.346,121.782,66.0206,60.739,17.2635,76.1066,0.679217,4.13842,198.139,11.4079,4.38186,2.60345,0.993951,0.302343,0.116132,0.18621113151311874,0.211758,1.26595,0.290573,0.759085,,,3.69569,3.00989,3.55977,69.55999755859375,3.75957,0.891515,1.28012,"13543"
"Sonny Gray","STL",9.76077,8.04032,12.2359,3.66918,27.4629,27.4629,0,0,160.833,671.672,145.647,71.271,65.5693,16.3235,52.4519,0.680454,7.15885,152.952,8.559,2.93514,2.91604,0.913441,0.227718,0.0780914,0.14962667971849442,0.237961,1.23171,0.292067,0.723713,,,3.78437,2.99743,3.36438,115.9000015258789,1.43988,2.23763,0.730404,"12768"
"Mitch Keller","PIT",10.3587,10.0872,12.9661,4.15827,30.0229,30.0229,0,0,180.817,768.715,173.437,90.8074,83.5428,21.1066,60.627,1.13519,10.2819,173.995,8.66043,3.01766,2.86992,1.05056,0.226345,0.078868,0.14747700840234756,0.248546,1.29448,0.303021,0.700471,,,4.02446,2.96882,2.82883,163.32000732421875,1.85669,-1.05719,1.3749,"17594"
"Jordan Montgomery",,10.057,8.11442,12.0538,3.86098,27.7152,27.7152,0,0.00735272,165.293,687.639,158.256,77.0764,70.9103,20.3425,44.7792,0.543933,5.25386,149.954,8.16482,2.43817,3.34874,1.10762,0.218071,0.0651202,0.1529507339000702,0.248204,1.22834,0.295123,0.721597,,,3.94861,2.89419,2.99895,154.97000122070312,2.14003,0.227986,0.686047,"16511"
"Shane Bieber","CLE",10.1496,8.12538,13.7824,3.77778,26.4591,26.4591,0,0,166.246,684.741,156.19,75.8504,69.7824,20.3191,42.9775,0.484416,4.97052,157.319,8.51673,2.32666,3.6605,1.10001,0.22975,0.0627647,0.16698569059371948,0.245276,1.19803,0.295915,0.722332,,,3.81658,2.87252,2.90819,151.32000732421875,2.57017,0.700151,0.669859,"19427"
"Grayson Rodriguez","BAL",10.6962,7.70731,10.7376,3.71023,28.3961,28.3961,0,0,159.75,657.471,136.11,71.5831,65.8565,18.8432,52.633,0.716996,5.45382,171.961,9.68795,2.96525,3.26717,1.06159,0.261549,0.0800538,0.18149536848068237,0.227083,1.18149,0.28701,0.721593,,,3.7264,2.84869,2.92068,66.47000122070312,3.84994,-0.621045,0.772909,"24492"
"Bobby Miller","LAD",11.8852,7.01423,10.3192,3.82417,26.4467,26.4467,0,0,152.058,622.817,132.426,70.2289,64.6106,17.9628,42.2047,1.47927,7.21868,149.376,8.84128,2.49801,3.53933,1.06318,0.23984,0.0677641,0.17207562923431396,0.230951,1.14845,0.281891,0.698419,,,3.8011,2.80656,2.8604,70.1500015258789,3.16108,0.128883,0.917981,"27483"
"Dylan Cease","CHW",9.72328,9.44458,12.3188,4.00043,30.2553,30.2553,0,0,173.376,734.37,149.348,83.7655,77.0643,22.582,74.5512,1.90786,7.43277,200.317,10.3985,3.86998,2.68697,1.17224,0.272773,0.101517,0.17125622183084488,0.228926,1.29141,0.295156,0.728783,,,4.0561,2.75908,2.80523,105.69000244140625,2.23686,-0.984303,1.36039,"18525"
"Cole Ragans","KCR",9.63249,9.50292,11.1283,3.88533,27.6125,27.6125,0,0.0146536,160.313,675.417,139.191,75.2259,69.2078,18.0109,65.9837,2.40033,4.9086,172.038,9.65825,3.70432,2.60729,1.01113,0.254714,0.0976932,0.1570211797952652,0.230248,1.27983,0.292369,0.7221,,,3.89592,2.7421,2.87263,95.61000061035156,3.63174,0.291514,1.01361,"21846"
"Tanner Bibee","CLE",10.6806,7.50564,11.6267,3.75691,27.958,27.958,0,0,164.322,682.223,148.397,74.5586,68.5939,21.2187,49.9649,1.01591,6.35825,167.779,9.18934,2.7366,3.35794,1.16215,0.24593,0.0732384,0.17269183695316315,0.237094,1.20715,0.291091,0.734059,,,3.91991,2.741,2.88065,104.87000274658203,5.65596,0.871447,0.76597,"30134"
"Eduardo Rodriguez","ARI",11.6572,9.25884,12.2128,3.91904,27.9809,27.9809,0,0,162.713,684.019,154.102,77.0143,70.8531,19.2861,53.386,0.55997,4.66384,153.598,8.49584,2.9529,2.87712,1.06676,0.224552,0.0780476,0.14650464802980423,0.246181,1.27518,0.29755,0.722896,,,3.97824,2.66516,2.95656,192.38999938964844,2.42756,0.428466,1.09663,"13164"
"Michael King","SDP",8.7661,7.37868,8.09305,3.59006,31.6475,23.8702,0.235696,0.801195,139.765,580.343,121.19,60.5996,55.7517,16.348,47.1773,2.5128,6.60424,153.737,9.89969,3.03793,3.2587,1.05271,0.264907,0.0812921,0.18361452966928482,0.230154,1.20465,0.294107,0.740773,,,3.73009,2.65223,2.90469,135.4499969482422,4.61684,0.162867,0.642337,"19853"
"Chris Sale","ATL",8.80823,6.31535,8.76138,3.81776,24.0694,24.0694,0,0,129.958,535.529,111.885,59.9213,55.1276,17.6917,37.7085,0.746015,9.05764,152.915,10.5899,2.61143,4.0552,1.22521,0.285541,0.0704136,0.21512751281261444,0.228914,1.15109,0.29606,0.718382,,,3.75104,2.64674,2.57804,120.9800033569336,2.50459,-1.25864,0.68076,"10603"
"Joe Musgrove","SDP",10.0061,7.76551,13.0236,3.64968,25.4188,25.4188,0,0,153.164,632.099,137.888,67.5121,62.1111,19.3306,39.0987,1.50172,10.9354,152.389,8.95442,2.29745,3.89754,1.13587,0.241084,0.0618554,0.17922823503613472,0.236895,1.15553,0.288921,0.730201,,,3.88588,2.60182,3.14182,90.87000274658203,3.58038,0.454,0.743127,"12970"
"Chris Bassitt","TOR",12.0659,9.85292,14.8712,4.00056,29.1381,29.1381,0,0,180.22,753.036,166.925,87.0752,80.1092,24.3356,52.6463,1.28178,10.8256,161.555,8.06785,2.6291,3.06868,1.21529,0.214538,0.069912,0.14462558925151825,0.242073,1.21835,0.283099,0.714259,,,4.27418,2.59312,2.73098,131.75999450683594,4.04804,-0.188497,1.0325,"12304"
"Joe Ryan","MIN",10.6836,8.90763,11.6582,3.9996,28.0163,28.0163,0,0,163.349,666.642,143.62,78.9048,72.5924,25.7856,42.0303,0.537197,7.27857,181.186,9.98271,2.31572,4.31084,1.4207,0.271788,0.0630477,0.20874065905809402,0.232646,1.13652,0.287147,0.713776,,,3.99436,2.56931,2.45865,84.73999786376953,1.80625,0.0317661,1.11593,"21390"
"Carlos Rodón","NYY",9.58005,7.94801,9.84051,4.07582,24.9064,24.9064,0,0,138.109,570.973,117.147,67.984,62.5453,19.426,46.8101,0.557263,6.22312,157.027,10.2328,3.05042,3.35455,1.26592,0.275016,0.081983,0.1930331140756607,0.226179,1.18716,0.286163,0.701759,,,3.96162,2.50767,2.13561,136.22999572753906,6.29263,-1.14076,0.794778,"16137"
"Merrill Kelly","ARI",11.37,9.60844,13.6539,3.9894,29.5959,29.5959,0,0,179.527,752.834,165.675,86.4982,79.5784,22.8789,61.5132,1.52032,5.01778,170.463,8.54563,3.08377,2.77116,1.14696,0.226429,0.0817089,0.1447199583053589,0.241402,1.26548,0.28967,0.720904,,,4.1245,2.49881,3.16519,145.05999755859375,4.41349,-0.105862,1.1566,"11156"
"Hunter Greene","CIN",9.32621,8.87198,10.3371,4.19472,26.8557,26.8557,0,0,149.23,626.973,128.308,75.6009,69.5529,24.9865,56.8609,0.549281,9.03859,186.797,11.2657,3.42927,3.28516,1.50693,0.297935,0.0906911,0.2072441205382347,0.228683,1.24083,0.295805,0.72954,,,4.25302,2.46683,2.4939,136.7899932861328,3.47175,-0.810866,1.11321,"22182"
"José Berríos","TOR",10.707,9.58014,12.7221,4.14353,29.3298,29.3298,0,0,174.304,729.245,166.242,87.2264,80.2483,24.6348,48.2312,1.35959,9.28916,163.38,8.43592,2.49036,3.38743,1.27199,0.22404,0.0661386,0.15790099650621414,0.247485,1.23045,0.292752,0.706987,,,4.20771,2.45634,2.33982,165.88999938964844,2.82793,-0.318191,1.06266,"14168"
"Eury Pérez","MIA",8.82336,8.13548,9.16456,3.83321,26.5081,26.5081,0,0,141.375,581.227,119.415,65.4493,60.2133,20.8942,46.3807,0.652721,5.44377,161.202,10.2622,2.95261,3.47562,1.33013,0.277347,0.0797978,0.1975490227341652,0.225565,1.17273,0.28367,0.734902,,,3.99559,2.44085,2.73764,76.76000213623047,4.27029,0.344957,0.655149,"27768"
"Ranger Suárez","PHI",8.50876,7.55458,10.3026,4.01234,26.2731,26.2731,0.199879,0,148.098,632.015,143.438,71.7655,66.0243,16.1767,54.3964,0.907282,4.69684,130.377,7.9231,3.3057,2.3968,0.983067,0.206288,0.0860682,0.12021985650062561,0.250362,1.33583,0.298477,0.719624,,,4.11138,2.39235,2.49175,345.4800109863281,0.672487,-1.63957,1.02632,"17277"
"Hunter Brown","HOU",11.192,8.34501,10.7787,3.92844,30.4038,27.0122,0,0.233864,151.858,638.732,136.419,72.049,66.2851,18.3061,55.5175,1.19564,6.40813,163.621,9.69717,3.29029,2.94721,1.08493,0.256166,0.0869182,0.1692475751042366,0.236507,1.26392,0.299111,0.720876,,,3.89059,2.37574,2.46583,168.7899932861328,2.33018,-1.36395,1.01095,"25880"
"Aaron Civale","TBR",8.60604,7.6438,8.83498,4.04689,25.6017,25.6017,0,0,142.587,590.632,132.849,69.6899,64.1147,19.6612,37.5461,0.748739,6.73607,133.447,8.42312,2.36989,3.55422,1.24101,0.225939,0.0635694,0.16236986964941025,0.243158,1.19503,0.287833,0.704876,,,4.10749,2.35556,2.26036,199.5,2.64256,0.807795,0.59032,"19479"
"Yu Darvish","SDP",8.77582,8.17488,11.08,4.1035,23.1617,23.1617,0,0,141.662,584.909,127.529,70.2064,64.5899,20.4491,38.8697,0.536725,7.69123,142.872,9.07689,2.46946,3.67566,1.29916,0.244264,0.0664543,0.1778094321489334,0.236889,1.17462,0.285525,0.698209,,,4.10055,2.3285,2.1951,184.75999450683594,3.34839,-0.324699,0.758178,"13074"
"Brayan Bello","BOS",10.8214,10.3129,11.6279,4.27704,28.2632,28.2632,0,0,163.375,700.634,166.685,84.3916,77.6403,19.1004,53.6654,1.02681,6.49543,141.517,7.79586,2.95631,2.63702,1.0522,0.201984,0.0765955,0.12538834661245346,0.260253,1.34874,0.30756,0.702231,,,4.14718,2.29812,2.54454,220.1300048828125,2.78083,-0.800229,1.57613,"23920"
"Cristopher Sánchez","PHI",8.50901,7.61199,8.91052,4.04408,31.9088,25.0899,0.00492222,0.257821,145.096,608.376,137.276,70.8672,65.1978,17.927,43.0325,2.21193,6.78843,130.207,8.07642,2.66921,3.02577,1.11197,0.214023,0.0707334,0.14328983426094055,0.24577,1.24268,0.290796,0.705114,,,4.09656,2.29086,2.31559,224.14999389648438,4.71339,0.833804,0.533606,"20778"
"Reid Detmers","LAA",7.69499,8.77436,9.65325,4.26549,27.2933,27.2933,0,0,152.813,648.764,138.5,78.7223,72.4245,21.1613,57.7198,2.02585,9.38754,163.512,9.63015,3.39944,2.83286,1.24631,0.252036,0.0889688,0.1630672737956047,0.238114,1.28406,0.295577,0.705293,,,4.23267,2.27919,2.06034,229.9199981689453,3.36152,-1.24687,1.03733,"27468"
"Shota Imanaga","CHC",8.93739,7.53558,8.53721,3.87826,25.5255,25.5255,0,0,147.344,611.76,136.54,69.0144,63.4932,21.6478,42.1712,1.58822,5.65589,148.288,9.05766,2.57588,3.51634,1.32228,0.242396,0.0689342,0.1734618842601776,0.24212,1.21288,0.291606,0.739175,,,4.12596,2.26008,2.62927,186.02000427246094,4.34631,-1.43482,0.550569,"sa3023346"
"Bailey Ober","MIN",8.92563,7.92353,10.3557,4.06911,27.7312,27.7312,0,0,154.513,634.438,145.556,75.9338,69.8591,24.4186,34.9865,0.530727,5.80692,150.566,8.77009,2.03787,4.30356,1.42232,0.237322,0.0551456,0.18217657133936882,0.245191,1.16846,0.289346,0.714753,,,4.15263,2.25494,2.24687,136.10000610351562,2.87239,0.339492,0.819779,"21224"
"Nick Pivetta","BOS",10.464,9.4677,9.51547,4.2104,29.493,26.5482,0.280514,0.373147,160.711,672.612,139.439,81.7221,75.1843,24.6929,57.7527,1.10764,6.36537,183.42,10.2717,3.23421,3.17595,1.38283,0.272698,0.0858634,0.18683454394340515,0.229154,1.22699,0.286592,0.710051,,,4.16675,2.23504,2.58388,165.97999572753906,4.6855,-0.102866,1.19257,"15454"
"Braxton Garrett","MIA",7.4923,7.29238,8.861,3.85759,24.2264,24.2264,0,0,132.798,557.57,129.854,61.8696,56.92,16.5527,34.618,1.40455,7.98489,129.627,8.78512,2.34614,3.7445,1.12181,0.232486,0.0620873,0.17039841040968895,0.252159,1.23851,0.307226,0.72614,,,3.88562,2.22162,2.51214,207.5800018310547,2.80309,0.255042,0.382261,"21844"
"Marcus Stroman","NYY",9.58855,8.59267,11.749,3.99111,26.481,26.481,0,0,151.316,638.08,144.93,72.9369,67.1019,17.0027,49.3077,0.69763,5.02673,128.309,7.63162,2.93274,2.60221,1.01129,0.201087,0.0772752,0.12381138652563095,0.248276,1.28366,0.291783,0.711718,,,4.09712,2.20077,2.48128,265.7900085449219,1.76525,0.834379,0.803377,"13431"
"Nathan Eovaldi","TEX",9.48848,7.23627,10.8826,4.05549,24.9351,24.9351,0,0,149.017,624.165,142.451,72.9877,67.1487,20.4405,43.6875,0.74959,5.87699,137.54,8.30685,2.63854,3.14828,1.23452,0.220359,0.0699935,0.15036562830209732,0.247912,1.2491,0.292857,0.718317,,,4.1901,2.1628,2.43765,202.7100067138672,3.92526,0.760201,0.706334,"9132"
"Andrew Abbott","CIN",7.54062,7.44405,8.0687,4.29764,24.0738,24.0738,0,0,130.86,554.995,120.536,67.9214,62.4877,21.1122,50.8457,0.680588,4.1189,142.382,9.79243,3.49695,2.80028,1.452,0.256547,0.0916147,0.16493181139230728,0.241058,1.30966,0.295433,0.729494,,,4.43636,2.14833,2.07785,276,2.87536,0.032888,0.884544,"29911"
"Patrick Sandoval","LAA",8.00774,9.49395,9.48128,4.07732,26.4391,26.4391,0,0,148.907,644.136,142.033,73.3262,67.4601,16.3899,64.9322,1.12274,5.34087,137.692,8.32213,3.92453,2.12054,0.990615,0.213761,0.100805,0.11295631527900696,0.247503,1.3899,0.299306,0.726223,,,4.25234,2.12818,2.4018,431.2900085449219,3.73841,0.612484,1.42612,"19447"
"Sean Manaea","NYM",7.94679,7.97827,8.6245,4.24826,25.4047,22.0243,0.177961,0.165162,135.877,570.812,126.984,69.7149,64.1377,19.4559,43.7074,0.684835,6.07859,139.86,9.26383,2.89503,3.19991,1.28869,0.245019,0.0765706,0.168448343873024,0.243719,1.25622,0.297277,0.703899,,,4.15707,2.09293,1.76664,316.7099914550781,3.31189,-0.3619,0.720894,"15873"
"DL Hall","MIL",6.10034,5.26567,5.57033,3.89679,34.8935,15.73,0.543568,3.83533,102.739,433.5,86.66,48.3516,44.4835,12.272,45.3643,1.17437,3.53311,125.498,10.9937,3.97394,2.76645,1.07504,0.289499,0.104647,0.18485277891159058,0.225323,1.28505,0.30137,0.72858,,,3.79264,2.08774,1.73064,322.9700012207031,2.97717,0.103851,0.388059,"22207"
"Nestor Cortes","NYY",8.32696,5.79439,8.61121,3.96686,26.2018,22.8433,0,0.227409,129.141,528.945,112.873,61.8699,56.9203,20.3721,37.2204,0.418104,4.34423,131.574,9.16958,2.59395,3.53499,1.41976,0.248748,0.0703672,0.17838042229413986,0.231591,1.16225,0.275764,0.725687,,,4.23369,2.08477,2.12319,243.22999572753906,2.67007,0.394417,0.622793,"17874"
"Miles Mikolas","STL",9.62099,10.3623,12.176,4.46035,29.6106,29.6106,0,0,178.588,751.261,187.228,96.2034,88.5071,26.2119,38.8572,0.572805,7.27131,124.533,6.2759,1.95822,3.20489,1.32096,0.165765,0.0517226,0.11404282227158546,0.265522,1.26596,0.29044,0.685796,,,4.54334,2.03954,1.98876,415.45001220703125,2.29878,0.642102,1.33341,"9803"
"Kenta Maeda","DET",7.67467,8.32351,8.41745,4.20959,28.3812,24.6334,0,0.235838,131.915,546.858,121.496,67.0664,61.701,19.0456,37.6524,0.83111,5.15495,136.096,9.28521,2.56886,3.61453,1.2994,0.248869,0.0688523,0.18001624196767807,0.24104,1.20645,0.293631,0.69504,,,4.04209,2.039,1.75514,247.10000610351562,2.40371,-1.3231,0.652031,"18498"
"Jon Gray","TEX",8.79208,8.44192,10.263,4.302,27.089,27.089,0,0,153.774,650.741,145.049,79.8957,73.5041,22.3218,52.0824,1.09108,7.66462,147.308,8.62156,3.04824,2.82837,1.30644,0.22637,0.0800355,0.14633458852767944,0.245431,1.28195,0.291261,0.706745,,,4.39182,2.03034,2.06377,313.8500061035156,1.42495,0.105219,1.03868,"14916"
"Justin Verlander","HOU",9.14091,6.42253,10.1966,3.95964,21.6048,21.6048,0,0,130.448,539.872,119.931,62.3827,57.392,18.5043,36.8277,0.417388,4.81225,121.423,8.37732,2.54085,3.29706,1.27666,0.224911,0.0682157,0.1566954329609871,0.240714,1.20169,0.283075,0.72124,,,4.1951,2.02989,2.09431,146.17999267578125,5.80437,1.8016,0.528863,"8700"
"Griffin Canning","LAA",7.85664,8.2329,8.90463,4.15928,24.9858,24.9858,0,0,140.837,589.459,130.959,70.7462,65.0865,22.4702,44.2005,1.60242,5.87401,149.858,9.57652,2.82458,3.39042,1.43593,0.25423,0.0749847,0.1792452037334442,0.242793,1.24371,0.295564,0.7266,,,4.2677,2.02505,2.07889,264.94000244140625,1.96409,0.482969,0.694238,"19867"
"Yusei Kikuchi","TOR",9.08071,7.9769,8.96221,4.17063,28.0333,28.0333,0.00199851,0,147.935,624.6,135.816,74.5147,68.5535,22.7289,53.638,0.844457,6.13453,157.008,9.55196,3.26321,2.92717,1.38277,0.251373,0.0858758,0.16549716889858246,0.240456,1.28066,0.293664,0.729156,,,4.34186,2.01695,1.88786,228.9499969482422,4.04595,-0.237593,0.968274,"20633"
"Jose Quintana","NYM",7.79117,8.39451,10.2253,4.16187,26.8093,26.8093,0,0,151.823,648.435,151.773,76.3123,70.2074,17.8493,52.4678,0.943759,3.90901,127.119,7.53557,3.11027,2.4228,1.0581,0.19604,0.0809144,0.11512532830238342,0.256347,1.34525,0.299544,0.71368,,,4.22283,2.01312,2.24026,408.239990234375,3.63991,0.410375,1.06965,"11423"
"Kyle Gibson","STL",9.80993,10.0884,12.5662,4.48499,29.5668,29.5668,0,0,173.342,743.694,177.524,93.8932,86.3818,22.6534,55.7203,0.85412,7.75807,137.947,7.16228,2.89303,2.4757,1.17618,0.185489,0.0749238,0.1105651929974556,0.260982,1.34557,0.298049,0.691467,,,4.46095,1.99243,1.80258,432.80999755859375,4.19791,-0.257042,1.70585,"10123"
"Chris Paddack","MIN",7.51706,6.60964,6.40138,4.40244,25.8194,21.2343,0,0.225942,117.655,492.191,118.955,62.5566,57.5521,16.2529,28.4328,0.72568,3.60467,107.087,8.19158,2.17496,3.76631,1.24327,0.217571,0.0577677,0.1598033644258976,0.258511,1.25271,0.304921,0.680643,,,4.04742,1.99141,1.13444,293.2699890136719,3.89182,-1.62074,0.622219,"20099"
"Brady Singer","KCR",8.22421,9.58624,10.348,4.50449,27.2238,27.2238,0,0,159.473,684.844,165.06,86.7565,79.816,20.1173,48.1397,0.67586,9.17266,134.823,7.60886,2.71681,2.80066,1.13534,0.196867,0.070293,0.12657373398542404,0.263031,1.3369,0.306698,0.683346,,,4.28227,1.99108,1.59755,435.260009765625,3.12127,-0.616341,1.41086,"25377"
"Bryan Woo","SEA",7.16213,7.63517,7.72474,3.93716,31.0066,24.7533,0,0.249332,133.541,555.004,116.097,63.499,58.4191,18.1292,43.4195,1.5397,8.21911,142.637,9.61302,2.92627,3.28508,1.22182,0.257001,0.0782329,0.17876861989498138,0.230641,1.19451,0.285954,0.715824,,,4.04373,1.95045,1.96012,178,2.19674,1.03397,0.486174,"30279"
"Lance Lynn","STL",9.51307,9.74707,10.8816,4.48596,27.373,27.373,0,0,161.93,684.38,156.717,87.7311,80.7126,25.9532,50.0754,1.09959,7.98905,153.304,8.52056,2.78316,3.06147,1.44246,0.224004,0.073169,0.15083543956279755,0.250221,1.27705,0.292499,0.698479,,,4.52087,1.94972,1.69037,303.4200134277344,2.86687,-0.531855,1.39987,"2520"
"Charlie Morton","ATL",10.2588,7.46912,9.64007,4.14773,25.1956,25.1956,0,0,143.893,619.487,130.031,72.0808,66.3144,18.019,61.4981,1.07449,10.6688,156.264,9.77379,3.84649,2.54096,1.12703,0.252248,0.0992727,0.15297534316778183,0.237577,1.33105,0.30027,0.718259,,,4.21561,1.93226,2.29151,232.52000427246094,1.70056,0.8348,1.284,"4676"
"Seth Lugo","KCR",7.77828,8.58575,10.5957,4.33377,26.0922,26.0922,0.00533972,0,143.898,609.354,145.91,75.3165,69.2911,20.0432,41.334,1.49085,5.40666,125.55,7.85243,2.5852,3.03745,1.25359,0.206038,0.0678324,0.13820525258779526,0.259344,1.30123,0.301825,0.703136,,,4.29525,1.92769,1.82061,260.7699890136719,3.73565,-0.366636,0.87698,"12447"
"Alex Cobb","SFG",5.68157,5.15945,7.36522,3.83875,19.1625,18.5848,0,0.175249,100.656,425.351,100.965,46.6658,42.9325,9.75108,28.8876,0.34393,3.59718,89.5928,8.01082,2.58294,3.10143,0.871879,0.210632,0.0679147,0.14271779358386993,0.256995,1.29006,0.310755,0.715886,,,3.70243,1.92647,1.84829,470.19000244140625,3.86191,-0.575,0.38105,"6562"
"Walker Buehler","LAD",8.79604,5.59983,8.09231,3.92103,20.9511,20.9511,0,0,119.908,495.489,110.514,56.7829,52.2403,16.1245,32.6725,1.02427,4.56837,111.362,8.35859,2.45232,3.40845,1.21026,0.224753,0.0659399,0.1588129997253418,0.241167,1.19414,0.285372,0.716376,,,4.07747,1.91083,2.07647,191.32000732421875,5.4,0.280994,0.503105,"19374"
