,Name,POS,Dollars,PA,HR,R,RBI,SB,OBP,SLG,OPS,wOBA
254,Dylan Carlson,OF,-15.800815761753855,358.62800000000004,8.53403,42.8503,38.7471,3.5259300000000002,0.333237,0.40157600000000004,0.734813,0.321306
255,Connor Wong,C,-15.944441418123295,363.276,10.6389,42.4538,38.872,6.13526,0.287337,0.395286,0.682623,0.295088
256,Mark Vientos,DH,-15.978602309643113,377.599,15.1608,40.6365,47.8134,0.973024,0.295099,0.415687,0.7107859999999999,0.30551999999999996
257,C.J. Cron,1B,-16.064138173798735,276.168,12.0906,34.2469,39.3113,0.0723725,0.313247,0.44151999999999997,0.754767,0.323848
258,Liover Peguero,2B/SS,-16.06910709384498,408.389,10.1117,44.9845,41.5041,13.1927,0.29148,0.381419,0.672898,0.291749
259,Cavan Biggio,1B/2B/OF,-16.181921377876595,358.394,9.0508,45.7698,36.7917,4.95822,0.328457,0.370157,0.6986140000000001,0.31009899999999996
260,Jurickson Profar,OF,-16.303028911165732,459.292,9.396139999999999,51.7946,43.4775,3.52724,0.321746,0.366665,0.688411,0.304674
261,Brett Baty,3B,-16.450149344091834,427.903,12.4491,48.3158,47.7873,2.37396,0.31006100000000003,0.380275,0.690336,0.303034
262,Michael A. Taylor,OF,-16.582820236760067,345.24,12.168,40.7674,39.6772,8.16639,0.29071199999999997,0.394169,0.6848810000000001,0.297067
263,Stone Garrett,OF,-16.784301981484802,308.347,11.6572,36.4665,39.1227,5.68585,0.292771,0.41962700000000003,0.712398,0.305377
264,Yan Gomes,C,-17.055858060842564,366.435,9.53078,37.9482,45.051,1.14065,0.297214,0.39014499999999996,0.687359,0.2973
265,Connor Joe,1B/OF,-17.06332014754975,365.994,8.41313,44.2196,35.133,3.4835,0.33517399999999997,0.38664,0.7218140000000001,0.319131
266,Tyrone Taylor,OF,-17.124930554505152,299.426,11.2844,37.0711,38.3523,6.7742,0.28629699999999997,0.41688400000000003,0.70318,0.302281
267,Kevin Kiermaier,OF,-17.314756194882165,403.00199999999995,7.27433,49.4637,38.2572,11.4134,0.30450900000000003,0.373938,0.678446,0.29620599999999997
268,Aaron Hicks,OF,-17.434525901227854,373.62,8.890939999999999,45.3398,36.9756,6.325130000000001,0.328439,0.35536,0.6837989999999999,0.304797
269,Rene Pinto,C,-17.45368685058782,357.10400000000004,13.7524,35.8163,43.3695,1.27878,0.267833,0.403591,0.671424,0.28784699999999996
270,Jackson Merrill,SS,-17.55288854099095,395.156,7.91148,44.7664,42.7669,8.34446,0.299764,0.381432,0.681197,0.295647
271,Drew Waters,OF,-17.640172179548003,313.909,8.38322,38.9356,31.6828,11.8254,0.30746100000000004,0.401803,0.709264,0.30816
272,Marco Luciano,SS/DH,-17.8332746694563,418.33,11.2851,44.8009,43.1414,5.3091099999999996,0.301529,0.364361,0.66589,0.293223
273,Hunter Goodman,1B/OF/DH,-18.025918397278083,260.08299999999997,10.1837,31.2556,37.936,1.6668599999999998,0.301902,0.44464799999999993,0.746549,0.3186
274,Johan Rojas,OF,-18.03234214532315,302.522,4.43749,38.1887,31.7016,19.8024,0.308818,0.381242,0.69006,0.300656
275,Jordan Lawlar,SS,-18.19368875313087,304.307,7.01393,38.9472,30.6991,12.8182,0.314915,0.380938,0.6958529999999999,0.305039
276,Pete Crow-Armstrong,OF,-18.29862643022448,266.181,6.77193,36.1952,29.261999999999997,13.2267,0.311299,0.40186900000000003,0.713168,0.309663
277,Jon Berti,3B/SS,-18.30083328832101,360.031,5.45488,44.4491,29.27,19.2428,0.328874,0.369192,0.698066,0.30794699999999997
278,Matt Vierling,3B/OF,-18.301193658058725,404.43300000000005,7.912889999999999,47.3125,38.0389,6.88552,0.32061799999999996,0.386848,0.707466,0.309245
279,Eddie Rosario,OF,-18.360677891296355,329.33099999999996,10.6922,36.2504,40.9478,3.44246,0.293674,0.407567,0.701241,0.30144099999999996
280,Luis Urias,2B,-18.638701655064143,345.911,10.2694,38.2089,35.8344,1.5694700000000001,0.322454,0.377869,0.7003229999999999,0.31011500000000003
281,Jose Caballero,2B/SS,-18.82073014825429,273.41,5.09905,34.0353,24.9487,20.6695,0.329308,0.348467,0.677775,0.304191
282,Manuel Margot,OF,-18.992674159269825,336.559,5.590269999999999,39.5201,36.6061,8.87313,0.316317,0.38555700000000004,0.701874,0.306091
283,Patrick Bailey,C,-19.235191757678365,404.676,9.22442,39.8453,44.5259,1.76082,0.295011,0.360065,0.655075,0.287407
284,Enrique Hernandez,2B/SS/OF,-19.2442955103093,343.925,9.10363,40.1759,40.1469,1.84949,0.30024,0.381745,0.6819850000000001,0.297196
285,J.D. Davis,3B,-19.27100619889559,312.994,9.89432,36.0375,36.3408,0.603558,0.33209,0.407573,0.739663,0.323137
286,Jake Meyers,OF,-19.339134500765805,351.366,8.99559,41.18899999999999,37.4771,5.88227,0.300555,0.378848,0.679403,0.296977
287,Dominic Canzone,OF,-19.44944584325766,294.753,9.83847,34.6779,35.7704,3.36259,0.296793,0.412804,0.709597,0.30583899999999997
288,Josh Palacios,OF,-20.003478902260508,277.57,7.835189999999999,31.8044,32.0608,6.280880000000001,0.31609699999999996,0.40409,0.720187,0.31350100000000003
289,Ezequiel Duran,3B/SS/OF/DH,-20.167285202042148,295.358,9.043280000000001,36.0574,33.5556,6.11437,0.30289699999999997,0.41937700000000006,0.722274,0.310947
290,Luis Matos,OF,-20.257051554659427,292.158,5.4333800000000005,34.376,30.4482,10.011000000000001,0.322128,0.38953000000000004,0.711658,0.311228
291,Christian Bethancourt,C,-20.508539371872253,297.356,9.5899,34.3227,33.2973,2.16288,0.277092,0.392719,0.6698109999999999,0.288434
292,Akil Baddoo,OF,-20.564801977450255,276.092,6.9544,34.1106,26.3059,10.8451,0.31696799999999997,0.385063,0.7020310000000001,0.307244
293,Jo Adell,OF,-20.57222402532705,273.543,10.7895,32.4341,33.3125,4.22222,0.282904,0.408356,0.69126,0.297048
294,Harold Ramirez,DH,-20.57784045187068,306.163,6.69498,34.1244,37.8233,3.01385,0.32474699999999995,0.412471,0.737218,0.319479
295,Randal Grichuk,OF,-20.75201507008121,278.285,9.19115,32.7711,33.5885,1.2763200000000001,0.298867,0.41914399999999996,0.718011,0.308623
296,Mauricio Dubon,2B/OF,-20.79782505602705,332.44,6.745939999999999,41.1691,34.1083,4.64949,0.299706,0.38093499999999997,0.6806409999999999,0.295232
297,Joey Wiemer,OF,-20.90287732556176,269.655,8.44656,32.1999,30.518,8.262089999999999,0.300151,0.387182,0.6873319999999999,0.299717
298,Mike Tauchman,OF,-20.91218666626795,288.247,5.42783,37.5054,28.752,4.90888,0.340648,0.366091,0.706739,0.31450300000000003
299,Victor Robles,OF,-20.96727543136484,353.147,5.427309999999999,40.4665,28.7051,14.9179,0.313134,0.352391,0.665524,0.294792
