Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Taylor Walls","TBR",68.1284,263.061,229.14,47.4833,30.3013,10.9237,1.09082,5.16753,30.7591,23.9104,30.3332,0.139654,67.8647,1.19817,1.35136,1.03902,2.54308,11.0655,2.59286,0.207224,0.115308,0.25798,0.446966,0.301557,0.332073,0.283629,0.63363,0.124849,5.97244,0.268742,-0.155515,0.643352,24.4616,-7.59093,76.4963,0.487837,0.542877,-7.0462228655815125,3.123497247695923,0.501173,538.6500244140625,2.54363,-0.47695,1.25363,"22458"
"Tyrone Taylor","NYM",81.0184,299.426,276.132,64.4296,37.8142,13.83,1.50102,11.2844,37.0711,38.3523,15.9766,0.108917,70.2088,5.22575,1.76783,0.323411,5.95465,6.7742,1.60086,0.233329,0.0533575,0.234478,0.227558,0.286297,0.416884,0.302281,0.70318,0.183555,5.60047,0.270588,0.0720158,0.225262,32.4811,-4.00218,89.2083,0.297278,2.51473,-3.640168786048889,-1.5246467590332031,0.500667,589.1300048828125,3.25178,-0.645859,0.831192,"13675"
"Adam Frazier","KCR",84.4335,325.173,294.183,76.0337,54.5734,15.531,1.99347,3.93581,37.7584,30.8925,23.4263,0.513429,43.421,3.58004,1.92833,2.05539,4.95688,6.7521,2.82499,0.258457,0.0720424,0.133532,0.539515,0.318893,0.364939,0.3008,0.683832,0.106482,5.22234,0.289835,0.0839653,-0.466571,34.8742,-4.74627,88.1989,-0.382606,-0.0684137,-5.05858239531517,-1.016040399670601,0.497283,600.8900146484375,2.52942,0.874718,1.19416,"15223"
"Enrique Hernández","LAD",85.384,343.925,310.234,73.1241,46.8517,16.342,0.82671,9.10363,40.1759,40.1469,26.512,0.278482,65.3458,3.51842,3.30836,0.352176,6.85127,1.84949,0.761012,0.235706,0.0770864,0.19,0.405718,0.30024,0.381745,0.297196,0.681985,0.146039,3.3883,0.267763,0.141872,-0.54155,35.856,-6.04928,85.7428,-0.399677,-0.886118,-6.374607115983963,-0.3590570092201233,0.495174,550.1799926757812,2.86279,0.042675,0.586062,"10472"
"Edward Olivares","PIT",89.7146,351.012,320.629,84.3344,55.352,16.9986,2.29022,9.69359,43.0619,37.4876,21.5156,0.440404,63.2831,5.60914,2.26748,0.990466,5.33311,9.45433,3.43929,0.263028,0.061296,0.180288,0.33999,0.318436,0.421029,0.319671,0.739465,0.158001,5.55565,0.298659,-0.177598,-0.192882,43.1466,0.377917,98.0412,-0.370481,-1.64514,-1.2222495675086975,-5.798595547676086,0.492028,444.67999267578125,3.45299,-0.90214,1.05173,"19698"
"Joey Gallo","WSN",101.599,391.354,330.023,61.805,28.9168,11.2003,0.942495,20.7454,47.0715,49.5977,56.0624,1.1974,151.179,3.55639,1.46563,0.246634,3.22468,2.38323,0.863967,0.187275,0.143252,0.386298,0.370834,0.310462,0.415506,0.316144,0.725968,0.228231,3.5447,0.257324,0.202992,-0.560968,46.9592,-0.724954,96.6855,-0.357976,0.99449,-1.9649546146392822,-6.4337180852890015,0.491647,504.8399963378906,2.55193,-0.917225,1.05635,"14128"
"Giancarlo Stanton","NYY",104.118,434.556,384.721,87.1312,47.5453,13.6625,0.164508,25.7589,51.9796,67.3914,44.743,2.13524,127.152,2.34472,2.49024,0.25692,8.73789,0.0907444,0.234777,0.226479,0.102963,0.292601,0.351887,0.309047,0.463711,0.329014,0.772758,0.237232,1.22913,0.261938,-1.3652,-0.793652,56.7878,3.83971,107.429,-2.15885,-0.878977,1.7747998237609863,-11.631873488426208,0.491147,292.9800109863281,2.66039,-0.512535,0.953908,"4949"
"JJ Bleday","OAK",113.175,450.353,388.831,82.8446,48.161,18.5671,1.76602,14.3504,49.488,46.1466,54.4756,0.370303,112.385,3.14951,3.30221,0.594492,5.54862,5.7899,1.52478,0.213061,0.120962,0.24955,0.484721,0.312322,0.380615,0.305005,0.692938,0.167555,4.31337,0.258081,-0.296037,-0.297838,49.8725,-5.0004,97.0917,-0.593875,-4.18093,-2.1632416248321533,-8.222880363464355,0.490112,583.4500122070312,1.199,-1.16355,0.649532,"26368"
"Brandon Crawford","STL",58.2853,217.843,194.05,45.1998,30.0916,8.69888,0.776499,5.63285,23.8301,25.4941,18.5163,0.935704,50.1339,2.74411,2.14583,0.386722,3.85331,1.80636,0.751817,0.232929,0.0849985,0.230138,0.369338,0.305626,0.372843,0.296092,0.678469,0.139915,3.7414,0.281758,-0.102091,-0.344517,22.5114,-4.03145,84.9901,-0.446608,-0.584289,-4.430961936712265,1.8475975394248962,0.481344,730.97998046875,3.82576,0.520218,1.18741,"5343"
"Kris Bryant","COL",115.101,489.031,433.807,114.845,72.5022,24.669,1.16454,16.5091,63.2624,55.4745,44.7847,0.377511,99.9547,7.40141,2.53387,0.504131,8.99063,2.29049,0.888321,0.264737,0.0915783,0.204393,0.44805,0.341907,0.441141,0.339768,0.783048,0.176404,3.16987,0.307417,0.332351,-0.874673,68.2743,8.68864,97.9585,-0.542322,-0.620565,-1.779139518737793,-10.1235271692276,0.473977,272.8500061035156,3.16802,-0.268654,0.4756,"15429"
"Michael Busch","CHC",94.9623,370.606,327.256,77.365,47.003,16.8211,1.28713,12.2538,44.4871,43.8414,34.5349,0.172544,102.008,5.16783,2.84477,0.80296,4.53189,2.42214,0.568086,0.236405,0.0931849,0.275245,0.338552,0.316567,0.408004,0.315572,0.724571,0.171599,4.00328,0.301665,-0.224473,-0.422099,44.2936,-0.862681,98.2671,-0.646572,0.118727,-1.4291344285011292,-6.510766386985779,0.465397,356.80999755859375,3.72512,0.246997,0.471716,"26319"
"Donovan Solano",,78.6801,299.801,268.445,72.6562,52.7038,15.0517,0.266745,4.63395,31.0977,29.1542,22.3006,0.354739,63.4019,6.47144,1.97716,0.606809,5.92194,0.194768,0.246301,0.270655,0.0743846,0.21148,0.351734,0.339004,0.380499,0.317593,0.719503,0.109844,1.88021,0.3361,-0.553485,-0.690053,36.3345,-0.194518,99.645,-1.24354,-0.0306086,-1.3732446879148483,-4.201117470860481,0.461103,730.1300048828125,1.38117,0.127783,1.3131,"8623"
"Kyle Manzardo","CLE",97.3322,400.226,350.334,80.7096,47.1796,19.9037,0.964403,12.6619,41.9883,46.8441,41.4167,0.768245,84.2083,3.39872,4.36295,0.713526,5.28519,1.06967,0.499557,0.230379,0.103483,0.210402,0.491836,0.314195,0.401125,0.311068,0.715321,0.170746,2.48589,0.263928,-0.0827717,-0.699832,46.3367,-2.42854,98.7628,-0.782604,0.433072,-1.3758872747421265,-7.604161828756332,0.460493,375.3699951171875,5.20388,-0.704689,0.429634,"sa3017342"
"Will Brennan","CLE",71.5497,278.608,258.091,70.0988,51.1892,14.6774,0.702614,3.5296,28.7738,29.1196,15.2591,1.03806,37.633,3.02629,2.00029,0.231145,3.98217,7.39575,2.33031,0.271605,0.0547691,0.135075,0.405471,0.317499,0.374946,0.301801,0.692445,0.103341,4.55594,0.304068,-0.197118,-0.0317336,30.1118,-3.83489,92.3395,-0.228852,0.903398,-2.7861726135015488,-2.069346845149994,0.459739,614.0599975585938,7.03684,-0.105385,1.49538,"25660"
"Miguel Vargas","LAD",49.6409,195.104,172.524,43.1425,27.9018,9.45348,0.610684,5.17652,24.8793,23.4701,19.6056,0.567549,39.5625,1.37068,1.31917,0.28509,1.96044,3.26215,0.782159,0.250067,0.100488,0.202776,0.495561,0.329119,0.401955,0.318959,0.731075,0.151888,4.65829,0.294073,-0.177165,-0.0499421,23.867,0.0946685,100.576,-0.227107,-0.753998,-0.09026044607162476,-1.9578112959861755,0.457591,492.5299987792969,7.79418,0.575764,1.35426,"20178"
"Jasson Domínguez","NYY",42.1715,179.013,158.775,38.3719,24.8211,7.32723,0.978634,5.24493,23.9421,20.5258,18.1003,0.749269,47.2043,1.0754,0.9322,0.129964,3.4978,6.68179,1.54388,0.241675,0.101112,0.263692,0.383446,0.321705,0.399252,0.313927,0.720957,0.157577,6.14266,0.308853,-0.319852,0.351495,21.1504,-0.661274,97.1459,0.0316433,-0.348772,-0.5909315384924412,-1.1178931593894958,0.436835,414.95001220703125,3.8189,-0.105348,1.45987,"28080"
"Luis Matos","SFG",76.2354,292.158,265.64,70.1889,49.2667,13.9921,1.49673,5.43338,34.376,30.4482,20.728,0.171223,37.4824,2.6571,1.46238,1.67093,4.65314,10.011,1.85104,0.264226,0.070948,0.128295,0.553007,0.322128,0.38953,0.311228,0.711658,0.125304,5.71752,0.288847,-1.11761,0.662438,33.8636,-1.73416,95.3062,-0.455173,-1.35237,-2.1261748671531677,-3.470024585723877,0.432998,498.9800109863281,6.92333,0.666137,1.36038,"26467"
"Paul DeJong","CHW",94.0272,360.524,327.877,66.9854,40.3306,13.2447,0.343569,13.0665,37.2519,39.3878,24.4712,0.0172169,107.311,5.15545,2.65798,0.36227,5.17645,3.83539,1.85833,0.2043,0.0678769,0.297654,0.22804,0.268246,0.366347,0.276424,0.634593,0.162047,3.45945,0.256564,-0.177301,-0.556179,31.3669,-12.5608,71.5852,-0.733481,0.876806,-13.216364979743958,5.229918897151947,0.426555,556.9199829101562,2.41131,0.0705131,0.743664,"18015"
"Alex Jackson","TBR",40.1875,152.592,139.491,29.2607,16.8483,6.35594,0.468998,5.58749,15.9333,18.4015,9.33557,0.130877,50.2508,2.72953,0.779606,0.256808,1.59545,0.374989,0.16494,0.209768,0.0611798,0.329313,0.18578,0.271281,0.382226,0.283141,0.653507,0.172458,3.04906,0.280381,-0.14297,-0.216393,14.1273,-4.46517,76.1632,-0.359363,0.758778,-4.791541188955307,3.859662413597107,0.424689,747.6900024414062,1.18615,0.990378,1.35932,"17276"
"Dominic Canzone","SEA",79.1171,294.753,271.785,66.4074,41.1577,14.5512,0.860043,9.83847,34.6779,35.7704,18.6843,0.289058,58.1801,2.27371,1.62189,0.387385,5.66325,3.36259,1.19451,0.244338,0.0633899,0.197386,0.321146,0.296793,0.412804,0.305839,0.709597,0.168467,4.19782,0.275424,-0.317274,-0.308041,32.8453,-3.06864,97.3123,-0.625316,-0.743299,-1.5745312571525574,-4.218287765979767,0.420973,655.969970703125,5.6793,0.282272,0.898984,"26438"
"Rob Refsnyder","BOS",58.9543,208.611,180.016,46.8846,32.5469,9.52845,0.858109,3.95112,26.3209,21.6653,22.8623,0.0394113,47.2137,3.51808,1.74785,0.466499,4.13743,3.67692,1.05369,0.260446,0.109593,0.226324,0.484229,0.35199,0.388757,0.328085,0.740747,0.128311,4.83752,0.328742,-0.188289,-0.163094,27.1004,1.68239,102.266,-0.351383,-0.740628,0.214949369430542,-3.2190189957618713,0.407214,999,2.88135,-0.0589102,1.44197,"13770"
"Jean Segura","CLE",41.98,162.288,148.772,38.9518,29.086,6.13615,0.680058,3.04959,18.714,15.0649,10.5198,0.224931,24.5778,2.06702,0.512699,0.417295,4.72124,3.64531,1.36104,0.261823,0.0648214,0.151445,0.428019,0.318393,0.373706,0.304027,0.692099,0.111883,4.7334,0.29511,0.0240223,-0.164765,17.8401,-1.93377,90.3987,-0.140743,0,-2.039427176117897,0.5962977409362793,0.406598,747.6099853515625,3.38801,-0.414857,1.67918,"5933"
"Heston Kjerstad","BAL",63.0443,245.176,223.789,57.6586,37.4418,11.6617,1.20949,7.34573,29.0469,27.0054,15.5599,0.555703,57.0632,4.14559,1.27057,0.411228,3.33705,1.30562,0.522661,0.257647,0.063464,0.232744,0.272678,0.316075,0.41904,0.317835,0.735114,0.161392,3.79691,0.313182,-0.0559139,-0.395525,29.7634,-0.109898,103.645,-0.451439,0.534431,0.6193602979183197,-4.886042535305023,0.405191,513.6500244140625,6.59543,1.32849,1.23046,"31166"
"Curtis Mead","TBR",52.4111,212.635,190.759,48.9828,31.4827,11.8663,0.325041,5.30877,24.2667,23.7852,17.3163,0.646341,42.8431,3.01971,1.35641,0.183947,4.18225,2.19065,0.820038,0.256779,0.0814367,0.201487,0.404179,0.326281,0.405881,0.318622,0.732163,0.149103,3.41746,0.303369,-0.133219,-0.302279,25.952,0.0436728,100.346,-0.435498,0.0453556,-0.3458574339747429,-2.987691819667816,0.388872,507.260009765625,6.57841,0.691947,1.37901,"23986"
"Joey Wiemer","MIL",72.7441,269.655,241.616,55,33.9812,11.9349,0.637279,8.44656,32.1999,30.518,22.9511,0.303901,75.0277,2.84118,1.76451,0.482687,3.42047,8.26209,1.96082,0.227634,0.0851127,0.278235,0.305902,0.300151,0.387182,0.299717,0.687332,0.159547,5.36864,0.29113,-0.46177,0.366576,28.6774,-4.1785,85.8312,-0.0951939,2.7242,-4.828451655805111,-0.515291690826416,0.382956,536.1900024414062,3.60938,1.31401,1.07277,"27690"
"Brian Anderson","SEA",38.4197,154.111,136.249,30.4141,20.6039,5.50552,0.288006,4.01667,16.7747,16.3954,14.3871,0.197079,42.9226,2.84473,0.55253,0.0769291,3.14876,0.671023,0.224151,0.223224,0.0933556,0.278518,0.335187,0.309321,0.3563,0.295593,0.665622,0.133076,3.07773,0.293753,-0.0394449,-0.250415,15.8617,-2.9158,90.2107,-0.28986,0.564031,-2.0975235402584076,0.6826105117797852,0.381033,750.1900024414062,4.93797,0.417768,1.43851,"18289"
"Andrew Knizner","TEX",49.9994,182.84,165.446,37.2857,24.7927,6.88797,0.0667261,5.53835,20.1429,19.8242,12.8175,0.14793,43.337,2.83414,0.9375,0.804872,4.37689,0.992364,0.267721,0.225365,0.0701023,0.237021,0.295764,0.290808,0.36823,0.288783,0.659038,0.142865,2.8863,0.270171,-0.215477,-0.225016,17.7845,-4.49353,78.7916,-0.440492,-1.23921,-5.086847603321075,2.6187678575515747,0.37335,653.4400024414062,3.02981,2.06502,1.30841,"19514"
"Oswald Peraza","NYY",51.4405,201.943,183.569,42.8865,29.8001,7.91299,0.591742,4.58166,23.7218,19.7632,13.9182,0.0468568,47.1121,3.4938,0.696681,0.265584,3.40212,6.73997,2.01498,0.233626,0.0689214,0.233294,0.295428,0.298984,0.358055,0.289844,0.65704,0.12443,5.5013,0.288936,-0.144153,0.134101,19.8207,-4.78496,80.7322,-0.0100521,0.463097,-4.751355509273708,1.557301104068756,0.366515,605.760009765625,5.15636,-1.60844,1.42324,"22823"
"Jackson Merrill","SDP",95.9171,395.156,365.219,92.6819,63.7631,19.1248,1.88257,7.91148,44.7664,42.7669,22.8861,0.626667,63.5714,2.16696,2.48648,2.39794,7.00022,8.34446,1.99904,0.253771,0.0579165,0.160877,0.360006,0.299764,0.381432,0.295647,0.681197,0.127661,5.1993,0.286172,-0.418419,0.145631,40.6886,-7.45886,84.6868,-0.272788,0.24413,-7.646221429109573,-2.137065574526787,0.364855,999,5.2328,-1.55939,0.838755,"sa3016829"
"Joshua Palacios","PIT",74.7005,277.57,251.241,64.4377,44.1028,11.4187,1.08104,7.83519,31.8044,32.0608,18.6338,0.0823225,57.1539,4.02415,1.63488,2.03605,4.97285,6.28088,1.94531,0.256477,0.0671318,0.205908,0.326028,0.316097,0.40409,0.313501,0.720187,0.147612,5.00396,0.301258,-0.16008,-0.0786613,32.6968,-1.12344,93.9051,-0.238741,-0.205444,-2.3345797061920166,-3.5320526361465454,0.357696,632.8900146484375,2.302,-0.231968,1.19034,"19818"
"Carlos Santana","MIN",115.26,485.774,422.952,96.7156,62.0814,19.4358,0.622481,14.576,54.7841,57.681,57.418,0.813246,84.536,1.70698,3.20153,0.495603,8.76516,2.84809,0.7682,0.228668,0.118199,0.174023,0.679214,0.321137,0.380952,0.309169,0.702089,0.152284,2.88905,0.25116,-0.373485,-0.682267,55.4748,-3.71393,96.6317,-1.05575,-0.203642,-3.0163170099258423,-9.905623599886894,0.357252,417.8699951171875,4.2962,0.39723,0.33359,"2396"
"Riley Adams","WSN",48.3396,176.956,157.532,35.0169,21.012,8.21214,0.783172,5.00965,16.961,19.3171,14.3963,0.12382,53.7541,3.64926,0.891432,0.48643,3.3845,0.187941,0.279247,0.222284,0.0813554,0.303771,0.267818,0.300689,0.379759,0.298323,0.680448,0.157475,2.58604,0.301096,-0.0259608,-0.380265,18.6142,-2.94687,84.7383,-0.406225,-1.91581,-3.7519135177135468,1.2615231275558472,0.352654,729.6799926757812,1.86315,0.0672824,1.35195,"19864"
"Rowdy Tellez","PIT",106.146,413.645,367.158,87.1477,51.714,16.7154,0.611436,18.1068,44.0311,57.9333,39.7401,3.13863,88.3981,3.31201,3.12289,0.312102,8.62879,0.79633,0.197139,0.237358,0.096073,0.213705,0.449558,0.315,0.434163,0.320707,0.749163,0.196806,2.19796,0.261741,-0.871312,-0.629943,51.2014,0.801256,98.7358,-1.50126,-0.0106096,-2.1491045355796814,-8.430790847167373,0.349847,434.7300109863281,2.64704,-0.0974579,0.583722,"15679"
"Whit Merrifield","PHI",104.239,432.451,398.372,103.524,73.9071,20.7624,1.3481,7.50664,52.3303,45.1271,26.5295,0.526418,72.0848,2.13107,4.73532,0.682418,7.74313,17.5566,5.10965,0.259868,0.0613468,0.166689,0.368031,0.306148,0.375284,0.296472,0.681431,0.115416,5.66555,0.296794,0.208974,0.568412,44.825,-7.86655,83.3556,0.777386,-0.268103,-8.139712393283844,-3.1278953850269318,0.34514,271.8900146484375,5.38288,0.698814,1.10907,"11281"
"Kolten Wong",,44.9085,163.776,147.355,35.3546,24.5795,7.27777,0.425123,3.07217,20.3739,16.2834,12.3515,0.164866,30.7389,2.91988,0.911301,0.238392,1.99114,2.97277,1.19714,0.239929,0.0754171,0.187689,0.40182,0.309568,0.357635,0.294839,0.667203,0.117706,4.61562,0.282054,0.192121,-0.216518,16.7539,-3.20123,87.7061,-0.0243973,-0.366907,-2.4369283877313137,0.3261253833770752,0.344386,999,5.9774,0.213263,1.50202,"12532"
"Harold Ramírez","TBR",76.8837,306.163,283.999,80.052,57.3396,15.0303,0.987138,6.69498,34.1244,37.8233,14.548,0.238353,53.5141,4.78446,2.70511,0.126173,6.61636,3.01385,1.3479,0.281874,0.0475172,0.17479,0.271854,0.324747,0.412471,0.319479,0.737218,0.130597,3.81911,0.323879,0.120608,-0.55508,37.5849,0.280764,100.93,-0.434472,-0.377099,-0.08752128481864929,-6.884741127490997,0.343287,606.469970703125,5.23466,0.425864,1.32301,"14387"
"Ji Hwan Bae","PIT",68.6823,264.982,238.328,60.0174,43.4604,12.4565,1.87611,2.22442,33.9415,22.4288,21.8416,0.127617,59.1354,2.27999,1.29373,1.23829,3.64585,14.4336,3.91486,0.251826,0.0824266,0.223168,0.369348,0.319018,0.347837,0.295944,0.666854,0.0960102,6.93244,0.324202,-0.254274,0.714608,27.3503,-4.93625,82.1351,0.460335,-1.56388,-5.404218703508377,-0.18598997592926025,0.342508,517.9500122070312,2.622,1.87656,1.59183,"23818"
"Andrew McCutchen","PIT",108.102,458.895,392.563,94.8387,62.0986,19.4461,0.653247,12.6408,54.3541,50.0236,58.6707,0.470318,99.4024,3.66982,3.77268,0.217969,7.47972,7.93253,2.30585,0.241588,0.127852,0.216613,0.590234,0.34268,0.391054,0.324122,0.733734,0.149466,4.04513,0.289131,-1.24035,-0.341938,58.1041,2.19048,101.025,-1.58229,-0.567957,-0.999435544013977,-11.197061538696289,0.342324,580.6500244140625,1.40166,-0.635409,0.403941,"9847"
"Xavier Edwards","MIA",32.8703,119.395,107.229,29.4154,23.2008,4.7258,0.366616,1.12216,13.9076,10.093,9.46754,0.163028,16.4345,0.513705,0.366608,1.81859,2.16057,4.50465,1.156,0.274324,0.0792959,0.137648,0.576077,0.335072,0.356629,0.306825,0.691702,0.0823056,5.34418,0.314234,-0.12321,0.158593,13.4024,-1.14524,90.374,0.0353823,0.126676,-1.3884273134171963,0.746658205986023,0.341502,630.7899780273438,3.96283,0.80944,1.91183,"22266"
"Colton Cowser","BAL",68.8962,260.724,224.825,52.5596,36.0245,10.5487,0.335348,5.65105,32.4195,26.412,28.9441,0.399436,77.4644,4.25989,2.29996,0.395073,3.99826,3.61269,1.13469,0.23378,0.111014,0.297113,0.373644,0.329443,0.359089,0.306704,0.688533,0.125309,4.20192,0.325733,-0.0804111,-0.286725,29.2406,-2.52705,95.93,-0.367136,-0.766639,-1.6386143267154694,-3.8311962485313416,0.337893,496.44000244140625,3.02456,1.02832,1.04846,"29591"
"Matt Thaiss","LAA",51.6657,183.807,160.571,34.627,23.2979,6.11602,0.11851,5.09454,19.1102,18.738,19.7432,0.760325,47.8675,1.98256,1.28395,0.226742,3.10224,1.02987,0.304831,0.215649,0.107413,0.260422,0.412456,0.306965,0.350398,0.291071,0.657362,0.134748,2.83249,0.271207,-0.217014,-0.263744,18.2278,-4.16805,80.875,-0.480758,-1.31414,-4.692836910486221,1.8181451559066772,0.33608,682.260009765625,1.41447,1.59933,1.30077,"19318"
"Garrett Hampson","KCR",62.057,215.238,193.099,47.2526,33.7302,9.23141,1.36687,2.92411,25.6401,17.5839,16.9991,0.110055,53.3699,1.84189,1.31968,1.97818,3.09394,6.90302,1.53354,0.244706,0.0789784,0.247958,0.318516,0.309921,0.352099,0.292493,0.66202,0.107393,6.04073,0.32093,0.0454245,0.329111,21.599,-4.62652,82.5374,0.374536,-0.385939,-4.205457389354706,0.18866205215454102,0.32957,669.5999755859375,2.88734,2.92563,1.50282,"19262"
"Kevin Smith","NYY",27.9678,85.7277,78.9191,16.0366,9.72866,3.49714,0.110268,2.70053,9.2153,8.64835,4.59447,0.063838,27.0355,0.503991,0.602927,1.10715,1.26353,1.66248,0.591478,0.203203,0.0535937,0.315365,0.169942,0.249763,0.352967,0.260646,0.60273,0.149764,4.52563,0.267868,0.0307885,-0.0309076,6.33533,-4.11009,60.832,-0.000119179,3.47152,-4.09167572853039,4.416486501693726,0.323188,999,3.06908,0.162885,1.73806,"20242"
"Lenyn Sosa","CHW",63.6502,241.401,226.335,55.0121,36.2595,10.5482,0.417298,7.78704,24.1092,25.8674,10.7142,0.394449,54.8093,1.26057,1.4475,1.64323,4.85859,0.986178,0.597959,0.243056,0.0443835,0.227047,0.195482,0.279394,0.396562,0.290259,0.675957,0.153507,2.78354,0.285889,-0.0593606,-0.423762,23.7765,-5.6368,81.0147,-0.483123,-0.0782751,-6.067733019590378,1.0825721994042397,0.321754,745.8099975585938,2.55994,-0.656794,1.21235,"22896"
"Dominic Fletcher","CHW",99.0932,396.68,359.573,86.1001,58.514,17.0534,2.56276,7.97001,43.2119,38.0648,27.4193,1.08904,94.1395,4.24437,2.47057,2.97271,5.04588,3.80864,1.87338,0.239451,0.069122,0.237319,0.291263,0.299115,0.367628,0.290993,0.666743,0.128177,4.43913,0.300577,-0.270685,-0.715425,39.3124,-9.02076,81.515,-0.986111,3.64545,-9.921117722988129,-0.4324638843536377,0.313155,608.9400024414062,2.68085,0.428943,0.635963,"26149"
"Elvis Andrus",,36.2242,138.76,128.231,32.6432,23.7456,6.49157,0.223927,2.18215,15.5327,14.2469,8.781,0.118258,23.8868,0.889345,0.47405,0.385144,3.11008,4.74215,1.09003,0.254566,0.0632818,0.172144,0.367609,0.305789,0.359735,0.292419,0.665524,0.105169,4.91138,0.296788,0.042841,0.231788,13.916,-2.99114,80.9401,0.274629,0.042754,-3.001818895339966,1.3471243269741535,0.306265,706.9199829101562,8.06912,0.149606,1.74004,"8709"
"Jordan Diaz",,59.6904,227.21,212.055,52.9222,35.9199,10.4885,0.107249,6.40653,21.0647,24.9169,11.7971,0.418997,45.6774,1.78331,1.21991,0.355256,5.79678,0.377786,0.180309,0.249569,0.0519216,0.201036,0.25827,0.29315,0.390677,0.29574,0.683827,0.141108,1.69114,0.288575,-0.0602944,-0.378725,23.4131,-4.27118,90.6696,-0.439019,-2.59197,-2.9791851937770844,-1.6708181500434875,0.306099,574.2100219726562,3.76436,0.661907,1.32952,"22650"
"Coby Mayo","BAL",26.8858,109.128,96.2214,22.9137,14.0974,5.10618,0.10263,3.60755,12.0078,12.5769,10.762,0.142273,29.3548,1.39029,0.58756,0.166808,0.784531,0.765902,0.117182,0.238136,0.0986185,0.268994,0.36662,0.321821,0.405812,0.317802,0.727634,0.167677,3.08547,0.302384,-0.0735229,-0.0974405,13.2447,-0.0518999,103.622,-0.170963,-0.735284,0.30266521871089935,-0.9842260181903839,0.301761,999,2.67883,0.296106,1.68801,"sa3014479"
"Austin Barnes","LAD",50.9728,186.316,164.433,35.151,24.9198,6.41823,0.103162,3.70983,20.1679,17.135,17.0785,0.114366,40.405,2.46672,1.20912,1.12923,4.30356,2.05378,0.892256,0.213771,0.091664,0.216862,0.422683,0.295356,0.321742,0.276477,0.617099,0.107971,3.35648,0.258717,-0.174753,-0.307572,16.2184,-6.48319,71.6211,-0.482325,-0.36575,-6.925237327814102,3.5673371851444244,0.297168,740.97998046875,2.11208,0.137503,1.31696,"12158"
"Enmanuel Valdez","BOS",41.6543,151.386,136.852,33.6262,20.5597,7.4789,0.668553,4.91904,18.1781,18.6393,12.298,0.162318,36.0858,1.05216,0.848813,0.335842,2.53749,2.87784,0.873136,0.245713,0.0812359,0.238369,0.340799,0.310998,0.417967,0.31522,0.728964,0.172253,4.89669,0.296882,-0.193093,-0.0529934,18.0489,-0.396675,93.3482,-0.246086,-0.684192,-1.4526669085025787,-0.7121407203376293,0.297026,670.1500244140625,4.76001,2.66703,1.53122,"21716"
"Rougned Odor",,53.6619,157.448,141.135,30.521,17.7475,6.97384,0.332045,5.46763,17.9315,18.4897,12.8805,0.153878,37.6163,2.70817,0.650659,0.0741997,2.12574,1.70281,0.788175,0.216255,0.0818075,0.238912,0.342417,0.292994,0.386594,0.29664,0.679588,0.170339,3.82384,0.25383,0.0748947,-0.247782,16.3421,-2.84204,85.364,-0.172887,0,-2.980890303850174,0.5785135626792908,0.294526,999,1.49149,-1.94504,1.37379,"12282"
"Evan Longoria",,47.9401,174.457,156.092,35.9771,21.912,6.91463,0.152366,6.99816,19.8076,22.5321,15.3452,0.29295,50.3264,1.35114,1.58672,0.0826072,3.41499,0.201558,0.225379,0.230487,0.0879594,0.288474,0.304913,0.30207,0.411239,0.308235,0.713309,0.180752,1.99413,0.288768,-0.320593,-0.35004,19.7875,-1.46909,93.2667,-0.670633,0.0452612,-2.1020102500915527,-0.9059319831430912,0.291837,999,2.10641,-0.150068,1.3017,"9368"
"Matt Shaw","CHC",31.8687,99.6628,92.1044,23.6718,16.3974,4.37805,0.435568,2.46076,11.7931,10.3965,4.42968,0.709412,19.1597,1.01999,1.07925,1.0294,1.91073,5.43408,0.968202,0.25701,0.0444467,0.192245,0.231198,0.29525,0.394153,0.294729,0.689403,0.137143,6.55087,0.296396,-0.143841,0.51529,10.1861,-1.9572,84.0611,0.371449,0,-1.5642091035842896,1.0985753536224365,0.291637,999,3.14805,0.503511,1.89312,"sa3022615"
"Jonny DeLuca","TBR",57.7673,203.556,184.462,42.7172,25.3604,9.49338,0.923944,6.93946,23.6607,23.5169,14.974,0.755947,43.0071,2.53118,0.978883,0.610464,2.32915,4.21934,0.867747,0.231578,0.0735621,0.211279,0.348176,0.296742,0.405921,0.303071,0.702663,0.174343,5.21178,0.264054,-0.22346,0.15315,22.2151,-2.58707,89.7473,-0.0703095,-0.33731,-2.6133769676089287,-1.4132230579853058,0.288966,589.1300048828125,3.23337,0.317548,1.2806,"26365"
"Dairon Blanco","KCR",31.7585,95.409,86.7354,22.2295,15.1999,4.19339,1.14136,1.69486,12.3116,8.93145,6.38545,0.0257863,23.411,1.35586,0.293342,0.638914,1.04665,10.9156,1.74954,0.256291,0.0669271,0.245376,0.272754,0.316247,0.389578,0.308487,0.705825,0.133287,8.47415,0.331616,-0.750652,1.26811,10.8416,-0.783464,93.4384,0.517458,0.492582,-0.2453799843788147,-0.1064291000366211,0.288558,650.5,2.9864,0.684667,2.05385,"19779"
