Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Ronald Acuña Jr.","ATL",147.308,658.845,566.106,177.057,106.533,32.9485,2.29748,35.2782,119.899,92.9023,77.313,4.05282,104.017,10.0815,4.0723,1.27275,9.91619,51.5591,12.8928,0.312763,0.117346,0.157877,0.743274,0.402163,0.566034,0.409484,0.968197,0.253271,6.45554,0.329042,1.52333,3.40704,130.129,49.8525,158.233,4.93038,0.441701,52.460535526275635,-6.5655860006809235,6.81414,1,5.34625,-0.316671,1.16284,"18401"
"Mookie Betts","LAD",149.128,661.015,566.01,160.369,90.0871,35.4012,2.14414,32.7371,110.656,93.9382,80.5565,2.12614,103.665,8.42032,4.74861,1.27949,7.31319,13.078,3.51028,0.283333,0.121868,0.156827,0.777086,0.377949,0.52697,0.385033,0.904918,0.243636,4.9487,0.293842,0.868251,-0.229337,117.134,36.5936,145.609,0.638914,-1.03663,37.375367879867554,1.7866871356964111,6.14739,5,2.55551,-0.274974,0.866346,"13611"
"Aaron Judge","NYY",138.053,600.231,496.05,137.107,71.394,21.6635,0.35407,43.6953,99.8445,106.164,95.8821,9.3736,161.575,3.81132,4.13302,0.354397,8.58952,6.39606,2.3883,0.276397,0.159742,0.269188,0.593422,0.394749,0.585756,0.408204,0.980505,0.309359,3.27357,0.316743,0.177195,-0.974863,117.914,44.7795,161.402,-0.797668,-0.502348,44.11161094903946,-3.6300268173217773,6.07278,11.369999885559082,3.85041,0.118483,1.40772,"15640"
"Juan Soto","NYY",152.881,664.032,528.833,147.904,82.8474,26.7862,1.57888,36.6916,104.499,100.075,126.885,8.62432,110.16,3.63501,3.68765,0.991941,14.8556,10.6219,3.9007,0.27968,0.191083,0.165895,1.15183,0.41992,0.54445,0.408576,0.96437,0.264769,3.975,0.288362,-0.953369,-1.09959,130.653,49.7446,161.656,-2.05296,-1.04595,47.83523082733154,-10.166882872581482,6.00868,10.6899995803833,1.97896,0.0845415,0.964052,"20123"
"Yordan Alvarez","HOU",138.752,598.905,505.149,149.694,78.5747,30.7944,1.70339,38.6218,95.3077,106.543,78.2983,5.89194,116.635,9.82058,5.00283,0.63401,9.94736,0.727507,0.328907,0.296337,0.130736,0.194748,0.671308,0.397501,0.593411,0.413988,0.990911,0.297074,2.60259,0.312973,-0.309367,-1.23232,120.531,47.5574,168.844,-1.54169,-0.691844,47.86192047595978,-13.022399663925171,5.50319,16.420000076293945,2.44955,0.105338,1.49379,"19556"
"Julio Rodríguez","SEA",150.792,662.488,598.603,167.774,99.9315,33.5798,2.74314,31.5195,98.6218,91.4779,50.5116,4.97464,155.707,9.58971,2.69658,1.08762,9.93857,32.1964,8.72168,0.280276,0.0762452,0.235033,0.324402,0.344534,0.503503,0.359647,0.848038,0.223227,6.13274,0.329059,0.582566,1.56332,103.428,22.7081,134.608,2.14588,-0.00962811,29.617570161819458,2.123491946607828,5.40964,3.059999942779541,2.2701,-1.81203,0.38357,"23697"
"José Ramírez","CLE",151.266,657.006,576.769,160.184,92.9811,36.7558,4.04296,26.4043,90.2731,94.126,69.1874,10,76.4832,4.54697,6.04621,0.456327,7.23407,24.6143,7.1162,0.277727,0.105307,0.116412,0.904609,0.356284,0.492812,0.358092,0.849096,0.215085,5.71243,0.27875,1.08625,0.711759,101.724,21.6714,131.356,1.798,1.61954,26.482158541679382,1.9881204962730408,5.06491,16.15999984741211,3.62358,-2.24965,0.318101,"13510"
"Adley Rutschman","BAL",143.23,603.502,517.062,140.107,89.6464,30.684,1.32685,18.4496,78.0364,69.7483,76.4493,2.8925,95.1551,4.81768,4.13074,1.04184,10.7994,2.2818,1.01836,0.270967,0.126676,0.157672,0.803417,0.36745,0.442487,0.351957,0.809936,0.17152,2.82058,0.29848,0.6413,-1.26809,90.3652,16.832,127.296,-0.626788,3.75532,19.111453115940094,10.09162449836731,4.95672,53.77000045776367,3.13424,-2.3114,0.615104,"26288"
"Freddie Freeman","LAD",153.709,676.984,587.052,180.164,113.154,38.9903,2.25835,25.7609,108.443,96.0618,75.2631,9.01684,107.953,9.40035,4.66044,0.608108,10.6909,14.9927,3.84668,0.306895,0.111174,0.159461,0.697185,0.391538,0.512652,0.384281,0.90419,0.205756,4.94105,0.337125,0.108866,-0.0797948,119.541,37.0549,145.096,0.0290708,0.558122,37.23029221966863,-11.30212140083313,4.88191,8.6899995803833,4.12844,0.469309,1.17303,"5361"
"Corey Seager","TEX",127.763,558.714,494.91,145.83,83.7896,31.4749,1.07629,29.4897,83.218,87.592,53.0113,5.50444,90.2731,5.2507,4.72819,0.813576,9.93807,2.3819,0.908481,0.294661,0.094881,0.161573,0.587233,0.365823,0.541365,0.38153,0.907188,0.246705,3.04995,0.30626,-0.376647,-0.959183,97.381,29.305,143.077,-1.33583,-1.55062,27.502180814743042,2.3926984071731567,4.87396,31.729999542236328,3.69981,1.40827,1.07706,"13624"
"Fernando Tatis Jr.","SDP",147.528,646.629,574.926,157.16,88.9713,32.5214,2.4312,33.2361,98.3878,93.4179,61.2612,2.20174,146.086,4.73912,4.20419,1.49832,11.1198,28.3614,6.79649,0.273357,0.0947394,0.225919,0.419351,0.345915,0.511808,0.363854,0.857723,0.238451,6.00102,0.309958,0.642375,1.62652,103.211,24.4235,131.174,2.26889,6.20761,26.832165956497192,-0.622377872467041,4.80702,7.949999809265137,4.70433,-0.543317,0.409742,"19709"
"Bobby Witt Jr.","KCR",151.802,657.063,604.433,169.036,99.7786,33.1374,6.95692,29.163,98.562,89.7456,39.8135,1.65199,120.886,5.57872,5.82441,1.41259,7.11611,42.0209,10.549,0.27966,0.0605931,0.18398,0.329346,0.327047,0.502249,0.350521,0.829296,0.222589,7.49134,0.303934,0.197044,2.84584,97.6014,17.5421,122.087,3.04289,-1.90702,20.72704815864563,5.120838284492493,4.80633,2.369999885559082,3.51193,0.847696,0.902481,"25764"
"Corbin Carroll","ARI",147.612,630.894,552.945,153.716,91.8166,30.1846,8.30312,23.4116,100.995,76.2728,60.0314,1.81471,130.406,11.2326,3.29139,3.39386,8.09196,45.4926,6.9199,0.277995,0.0951528,0.206701,0.460341,0.358533,0.489635,0.363102,0.848169,0.21164,8.34015,0.323803,-0.594554,4.93522,100.306,23.4352,128.324,4.34066,6.10974,26.478605270385742,0.1212778091430664,4.79516,5.980000019073486,2.20082,0.871918,1.39607,"25878"
"Gunnar Henderson","BAL",143.215,610.359,539.53,140.902,81.4332,28.4328,5.64522,25.3909,87.0751,81.0741,61.7035,1.38037,152.7,4.76197,3.7369,0.626062,9.31828,11.6016,3.32322,0.261157,0.101094,0.250181,0.404083,0.340096,0.475966,0.349157,0.816063,0.214809,5.77713,0.316316,0.49034,-0.211284,89.9721,15.6035,125.355,0.279057,2.69331,18.82186332345009,7.716279983520508,4.7142,32.91999816894531,1.81302,-0.577583,0.435125,"26289"
"Kyle Tucker","HOU",151.151,643.696,564.621,158.521,90.2491,33.8453,3.72824,30.6987,94.4452,103.23,69.7136,5.46812,95.702,3.01703,5.88291,0.461352,8.97161,25.5843,6.01322,0.280757,0.108302,0.148676,0.728444,0.359514,0.517017,0.370064,0.876531,0.236261,5.91176,0.287822,0.371215,1.36516,106.064,27.6329,138.4,1.73637,0.236731,31.353607177734375,-6.857186168432236,4.62356,6.480000019073486,2.6183,-0.365372,0.356972,"18345"
"Austin Riley","ATL",153.659,669.339,595.256,166.31,94.0779,32.0293,2.19391,38.0085,100.294,103.365,57.2741,3.18447,160.276,10.3397,6.35946,0.110292,12.3428,2.40041,0.832574,0.279392,0.0855682,0.239453,0.357348,0.349542,0.532128,0.371787,0.88167,0.252736,3.34711,0.318104,-0.232295,-1.09265,111.246,29.6911,132.961,-1.32494,-4.62994,26.006872296333313,-2.4542300701141357,4.62186,19.190000534057617,2.7048,-0.878818,1.3504,"18360"
"Shohei Ohtani","LAD",139.434,608.746,515.18,144.413,74.6642,26.8383,4.98016,37.9307,101.092,98.7215,84.9844,9.70326,147.36,4.42383,3.34589,0.811696,7.5847,18.5215,7.42216,0.280316,0.139606,0.242072,0.576712,0.384617,0.572624,0.399017,0.95724,0.292307,5.8894,0.319542,0.444586,-0.61786,114.942,40.7702,155.14,-0.173274,-0.478792,40.72850865125656,-15.541142880916595,4.57656,12.65999984741211,5.20278,0.00831425,0.628853,"19755"
"Rafael Devers","BOS",150.306,650.873,577.648,162.963,91.561,35.1107,1.36051,34.9313,93.4988,100.369,60.9228,7.48534,123.813,8.00963,3.6783,0.613701,12.6903,4.45731,1.93774,0.282115,0.0936017,0.190226,0.492056,0.356621,0.529023,0.372787,0.885644,0.246907,3.30003,0.302975,0.195686,-1.10536,108.718,29.4127,133.249,-0.909677,-3.28468,25.020943641662598,-2.332452654838562,4.46759,24.079999923706055,2.33662,-0.86826,1.11523,"17350"
"Alex Bregman","HOU",149.052,652.617,555.225,146.598,91.3598,30.9061,1.74289,22.5889,91.4488,86.4028,83.1701,1.19076,79.558,8.42334,5.29469,0.503562,13.9902,2.28148,0.8659,0.264033,0.127441,0.121906,1.0454,0.36526,0.448027,0.35371,0.813288,0.183995,3.00808,0.270541,-0.907887,-1.30968,98.6694,19.1518,127.064,-2.21757,0.0674511,18.946030378341675,2.1779288351535797,4.31749,97.79000091552734,1.19469,-0.607822,0.891923,"17678"
"Matt Olson","ATL",152.692,662.524,564.476,150.829,80.7715,28.4573,1.41762,40.1822,101.784,111.749,86.8538,5.90606,148.288,5.75269,4.9274,0.513743,11.5049,1.13825,0.651837,0.267201,0.131095,0.223824,0.585708,0.367721,0.536192,0.380945,0.903914,0.268991,2.53124,0.290462,0.155989,-1.33787,115.152,34.4278,139.101,-1.18188,1.52945,30.910606861114502,-10.252355694770813,4.3101,17.059999465942383,1.86654,-0.420839,1.64901,"14344"
"Francisco Lindor","NYM",152.646,654.958,577.917,146.922,89.6694,28.0753,2.46653,26.711,91.6362,87.8441,61.0768,1.68675,125.786,8.83775,5.6489,1.4778,8.91174,22.4917,5.4342,0.254227,0.093253,0.192053,0.48556,0.331818,0.450002,0.336307,0.78182,0.195775,5.52274,0.278868,-0.432432,0.988065,89.5569,9.75407,112.399,0.555632,2.80434,10.451291859149933,9.871296882629395,4.24822,22.969999313354492,2.60963,0.456694,0.73247,"12916"
"Mike Trout","LAA",124.914,541.171,460.691,122.361,64.152,23.5768,1.98992,32.6419,83.0205,82.6657,68.932,5.40988,150.739,8.53461,2.74731,0.266513,5.45985,2.84394,0.902388,0.265602,0.127376,0.278541,0.457295,0.369431,0.537981,0.382601,0.907412,0.272379,3.71722,0.320358,0.195541,-0.861595,94.805,28.8665,144.317,-0.666054,-3.26977,28.070766270160675,-3.912329912185669,4.2425,71,3.04527,-0.668891,0.920411,"10155"
"Marcus Semien","TEX",153.027,680.245,609.002,160.965,97.2398,33.5871,3.37225,26.7663,99.9213,85.4431,61.0194,0.281521,109.973,4.17374,4.74748,1.30214,7.21503,14.8857,4.18566,0.26431,0.0897021,0.161667,0.554858,0.333104,0.462389,0.341588,0.795493,0.198079,5.3424,0.281334,0.950019,-0.0389291,95.9982,13.1143,115.392,0.91109,3.45137,13.456812024116516,5.812906265258789,4.22619,31.1299991607666,1.9645,0.0820724,0.649318,"12533"
"Will Smith","LAD",125.144,516.893,442.841,116.076,69.5498,23.2604,1.91482,21.3506,70.4577,75.0338,55.5945,2.09787,87.5158,11.5896,6.77018,0.0977803,7.87779,2.05799,0.68345,0.262116,0.107555,0.169311,0.635251,0.354608,0.467928,0.353112,0.822536,0.205812,3.3416,0.277994,-0.869645,-0.914259,77.8927,14.9123,123.853,-1.7839,2.78032,13.240150570869446,11.277730226516724,4.19823,84.31999969482422,2.28514,-0.184561,0.496261,"19197"
"Trea Turner","PHI",152.598,666.973,611.917,171.493,110.384,34.0821,4.04271,22.9843,97.7902,82.5016,45.4223,0.801206,132.44,4.87295,3.84171,0.918942,10.1367,28.8529,4.78439,0.280255,0.0681022,0.198569,0.342965,0.332988,0.461849,0.340927,0.794837,0.181594,6.58094,0.32261,0.680994,2.51932,93.759,12.4922,113.158,3.20031,-2.41379,14.072289943695068,4.650944232940674,4.13225,12.390000343322754,2.00007,-0.720069,0.674366,"16252"
"Bryce Harper","PHI",146.603,632.601,531.871,151.441,86.8858,33.8073,1.4931,29.2546,95.4249,92.3092,89.1266,8.49364,135.084,5.39532,5.60902,0.598896,11.9553,12.6777,4.56515,0.284732,0.140889,0.213537,0.659787,0.389181,0.51892,0.384485,0.9081,0.234187,4.41656,0.327453,-1.11446,-0.723641,111.812,34.7328,142.358,-1.8381,-0.0345307,31.357978582382202,-11.648122806102037,4.1139,17.68000030517578,3.45473,1.20061,0.585839,"11579"
"Michael Harris II","ATL",146.563,599.371,555.152,159.977,100.014,34.4982,3.307,22.1577,88.2777,79.3645,33.574,1.74146,120.642,6.20124,3.01001,1.43408,9.60191,23.5029,5.25941,0.288168,0.0560153,0.201281,0.278294,0.334069,0.481962,0.34791,0.816032,0.193794,6.39905,0.331805,0.234495,1.41703,87.7321,14.7022,116.955,1.65153,3.60376,14.241069793701172,5.86553168296814,4.0406,28.65999984741211,2.94139,0.197821,0.623161,"25931"
"Bo Bichette","TOR",146.12,638.465,595.171,173.451,114.394,34.6135,1.98893,22.4544,85.831,82.3778,35.9045,0.100603,125.746,3.27808,3.21789,0.893884,13.0845,10.8125,4.01405,0.29143,0.0562356,0.196951,0.285531,0.333505,0.469454,0.344212,0.802959,0.178024,4.50962,0.335407,0.393967,-0.714288,91.4933,13.7,121.024,-0.32032,-5.15809,15.76301172375679,1.6067242622375488,3.89518,37,1.62172,0.0674814,0.841964,"19612"
"Royce Lewis","MIN",132.058,561.036,506.574,137.052,81.6816,26.8985,1.90496,26.5667,78.0108,82.0674,45.9763,0.667788,125.275,5.30111,2.68984,0.494599,10.2086,13.0853,3.9958,0.270546,0.081949,0.223292,0.367003,0.335977,0.488498,0.352137,0.824475,0.217952,4.84923,0.309116,-0.281865,-0.0888092,84.0902,15.7313,126.414,-0.370674,0.232227,17.385597050189972,1.8865494132041931,3.82255,54.810001373291016,2.78884,0.680232,0.249236,"20437"
"Jose Altuve","HOU",139.365,615.579,544.018,149.997,95.6305,29.3786,1.25292,23.7347,96.2901,72.129,60.9321,0.776713,98.9451,6.64507,2.64996,1.33323,12.1547,14.5919,3.96226,0.27572,0.0989835,0.160735,0.615818,0.354213,0.465214,0.353981,0.819427,0.189494,4.95985,0.297796,-0.686266,-0.00555303,93.2081,18.2034,127.252,-0.691819,-3.57368,19.409173369407654,-2.368347406387329,3.78484,42.869998931884766,2.77532,0.168211,0.615172,"5417"
"Dansby Swanson","CHC",150.932,645.378,577.828,148.011,93.7927,28.549,1.98075,23.6883,84.6172,82.232,57.5142,0.695832,158.203,4.73232,4.29273,1.0106,9.31684,11.6771,3.41021,0.25615,0.0891171,0.245133,0.363546,0.3263,0.4354,0.329113,0.7617,0.17925,4.64189,0.310628,0.992691,-0.300896,84.3911,5.75555,107.496,0.691795,1.62107,6.586864113807678,8.608674764633179,3.70447,120.4000015258789,3.04601,0.0968666,0.49121,"18314"
"Xander Bogaerts","SDP",147.303,632.817,563.026,157.076,106.358,31.2987,1.26306,18.1559,81.3425,70.7079,56.4472,0.675786,111.585,6.76269,5.6875,0.893363,14.6782,12.4638,2.78479,0.278985,0.0891999,0.17633,0.505868,0.348596,0.435803,0.340408,0.784398,0.156818,4.44211,0.316466,0.167175,0.0160358,88.685,11.58,115.195,0.183211,1.93256,11.90003165602684,2.4071857035160065,3.57327,107.20999908447266,1.98291,-0.0814657,0.600266,"12161"
"William Contreras","MIL",140.068,581.659,515.073,140.224,89.34,27.495,1.23234,22.1564,76.7829,74.0513,57.8004,1.3257,130.537,4.86156,2.87207,1.05202,14.2071,4.29498,1.1081,0.272241,0.0993716,0.224422,0.44279,0.349438,0.459455,0.349072,0.808893,0.187214,3.4555,0.32325,-0.915733,-0.769687,85.7005,14.8288,118.918,-1.68542,-0.351814,11.946741461753845,3.971280574798584,3.56277,77.97000122070312,2.03421,-0.699851,0.524934,"20503"
"Luis Robert Jr.","CHW",142.817,601.702,555.593,149.405,86.7799,31.1082,1.50811,30.009,84.5579,84.4874,33.1607,2.98191,155.15,9.28667,3.20627,0.455559,8.1107,18.8488,5.19268,0.268911,0.0551115,0.257852,0.213733,0.319091,0.492369,0.343541,0.81146,0.223458,5.47715,0.319549,0.0103491,0.605302,85.8898,12.5758,117.33,0.615651,-0.0752987,13.321548044681549,1.9370172768831253,3.5626,34.060001373291016,2.16646,-0.56326,0.259814,"20043"
"Vladimir Guerrero Jr.","TOR",153.178,662.932,584.257,164.877,100.592,31.9719,0.886906,31.4256,89.4297,97.7772,66.9353,5.36616,99.193,7.30237,3.97314,0.464806,17.4052,5.57388,2.43544,0.282199,0.100968,0.149628,0.674798,0.360945,0.501319,0.366855,0.862264,0.21912,3.03796,0.291625,-1.29383,-1.21891,107.466,26.6915,136.718,-2.51273,-0.791984,26.65344548225403,-13.50708520412445,3.55693,29.81999969482422,4.14725,-0.324632,0.958584,"19611"
"Ozzie Albies","ATL",147.712,642.861,584.675,159.498,96.0832,32.7812,3.90434,26.7296,94.0045,92.9025,44.9637,1.28672,108.838,5.74302,6.60084,0.879259,7.01628,13.2761,4.10154,0.272798,0.069943,0.169302,0.413125,0.327431,0.479372,0.343107,0.806804,0.206574,5.55862,0.291346,1.13037,-0.197073,91.5337,13.2047,113.735,0.933296,-0.32978,11.872057914733887,1.7536450326442719,3.54205,22.920000076293945,1.43568,-0.535674,0.537422,"16556"
"Sean Murphy","ATL",116.685,468.998,405.645,102.402,58.1002,23.1159,0.842588,20.3433,62.8194,64.9103,47.6949,0.727954,104.845,12.3193,2.98778,0.351169,11.3486,0.274503,0.286526,0.252442,0.101695,0.22355,0.45491,0.346564,0.464034,0.349946,0.810598,0.211591,2.35216,0.289505,-0.260735,-0.970513,69.4418,12.2972,118.32,-1.23125,2.57115,9.412765264511108,9.580008745193481,3.48675,141.44000244140625,3.52184,-0.287961,0.414415,"19352"
"J.T. Realmuto","PHI",132.648,527.421,476.124,122.25,74.6455,24.4532,3.26084,19.8907,69.0957,69.5975,37.9237,1.97486,127.247,9.05098,4.07912,0.243197,7.74409,14.9181,4.05901,0.256761,0.071904,0.241262,0.298033,0.321002,0.447147,0.329126,0.768148,0.190385,5.77643,0.307325,0.284069,0.348522,68.9726,4.7094,105.247,0.632591,3.16521,4.060733199119568,12.786251306533813,3.4712,73.2699966430664,3.61882,-0.0745922,0.26653,"11739"
"Andrés Giménez","CLE",143.183,592.629,533.28,140.794,93.1059,27.5059,3.87441,16.3073,75.6258,65.6788,33.5287,2.60179,113.095,18.4408,3.84812,3.53208,9.06237,26.5456,6.11696,0.264015,0.0565762,0.190836,0.296465,0.327218,0.421862,0.324044,0.749079,0.157847,6.5131,0.305319,-0.252248,1.62952,74.9987,2.79029,107.756,1.37727,5.45851,6.88509464263916,7.763157844543457,3.46851,101.11000061035156,3.74401,-1.17175,0.874765,"19950"
"Brandon Nimmo","NYM",144.843,636.249,547.538,146.547,94.6198,28.1171,4.91906,18.8914,85.6756,65.0497,71.6506,0.36687,127.522,11.4573,2.90744,2.69486,10.1778,4.12383,2.04814,0.267648,0.112614,0.200429,0.561867,0.362487,0.440474,0.350573,0.802962,0.172827,4.34406,0.315955,-0.12205,-1.4063,94.5372,17.014,122.123,-1.52835,0.830894,15.623218059539795,-3.1925336718559265,3.39779,199.10000610351562,2.43826,-0.466798,0.671097,"12927"
"Nico Hoerner","CHC",146.168,640.571,578.74,162.937,122.266,27.6093,3.92959,9.13216,84.0191,61.7602,45.7781,1.57279,78.0068,10.5552,3.8998,1.59821,11.7265,34.2493,7.59909,0.281537,0.0714645,0.121777,0.586848,0.34316,0.390161,0.321832,0.733322,0.108624,6.29908,0.310403,-0.0147697,2.27845,79.8893,1.83945,102.534,2.26368,4.92667,4.241601824760437,7.27832818031311,3.32164,64.76000213623047,2.41243,-3.28841,1.61187,"21479"
"Ketel Marte","ARI",143.437,618.779,546.07,149.124,91.8247,33.3308,4.55564,19.4131,83.7618,76.7345,61.7822,2.00725,104.816,5.71626,4.3323,0.878021,12.6344,6.87509,1.87688,0.273086,0.0998453,0.169392,0.589435,0.350578,0.457461,0.347941,0.808039,0.184375,4.94867,0.304362,-0.334422,-0.629313,90.5888,15.1942,118.161,-0.963735,-2.38159,12.95813375711441,-0.7392851114273071,3.31997,119.31999969482422,3.14463,-1.27067,0.567661,"13613"
"Manny Machado","SDP",141.292,606.28,542.827,145.766,89.7343,26.1568,1.2325,28.6428,79.8078,91.9528,55.368,4.25744,112.412,2.38788,5.25022,0.447263,11.7429,5.96536,2.22938,0.268532,0.0913241,0.185413,0.492545,0.335938,0.479557,0.346365,0.815495,0.211025,3.52391,0.287757,-0.345678,-0.851528,87.9654,14.0937,119.255,-1.19721,0.646149,13.027561664581299,-0.4440684914588928,3.31137,64.08000183105469,3.4353,-1.64109,0.75552,"11493"
"Carlos Correa","MIN",135.665,581.735,513.82,133.435,83.6884,27.8109,1.24997,20.686,70.6253,71.5978,59.5747,1.98415,122.996,4.10691,3.92076,0.312996,15.996,0.249224,0.252239,0.259693,0.102409,0.211429,0.484364,0.339025,0.439462,0.336404,0.778487,0.179769,2.06394,0.301421,-0.603037,-1.17684,79.5914,8.71038,115.509,-1.77987,-0.607754,9.030236601829529,3.948884665966034,3.26516,244.25999450683594,1.32709,-0.989403,0.514802,"14162"
"Willy Adames","MIL",145.392,618.427,548.66,132.49,75.7182,28.6344,1.42792,26.7094,77.9559,84.9707,61.8193,1.68781,160.948,3.34283,4.02352,0.581356,9.34384,6.43073,2.40354,0.241479,0.0999621,0.260254,0.384095,0.319905,0.444918,0.328616,0.764823,0.203438,3.90795,0.289789,0.488262,-0.800833,80.6119,5.26019,105.205,-0.312571,1.22721,3.675342947244644,7.958318591117859,3.26042,182.97999572753906,2.17315,-0.151206,0.937475,"15986"
"Gleyber Torres","NYY",146.373,621.184,554.578,149.048,97.1617,27.124,1.23965,23.5229,82.0013,77.191,57.1394,0.913012,107.29,3.37072,4.92364,1.17279,12.2307,12.7263,4.94282,0.26876,0.0919846,0.172718,0.532571,0.337991,0.449388,0.33944,0.787379,0.180628,4.26151,0.292812,-0.355169,-0.748853,86.5553,10.8676,114.535,-1.10402,-0.650739,9.8978933095932,1.608103334903717,3.25449,83.30999755859375,3.19704,-0.792874,0.181289,"16997"
"Willson Contreras","STL",120.092,485.325,419.265,106.703,63.7669,21.5606,0.852859,20.5224,63.033,64.3721,47.9761,0.780512,110.532,14.4982,2.886,0.699593,10.8526,5.07467,2.21193,0.2545,0.0988535,0.227748,0.434049,0.349088,0.456838,0.349139,0.805927,0.202339,3.664,0.296054,-0.743305,-0.885364,71.534,12.4,121.145,-1.62867,-1.07545,10.876224160194397,4.9720741510391235,3.22664,135.35000610351562,2.36516,-0.0858589,0.257046,"11609"
"J.P. Crawford","SEA",145.288,625.842,537.967,137.064,94.1941,28.9935,1.32627,12.5505,79.5856,57.5549,74.8587,0.741224,108.728,6.69681,3.76654,2.55277,10.5514,3.33017,1.3323,0.254782,0.119613,0.173731,0.688493,0.350752,0.383596,0.325862,0.734348,0.128814,3.26907,0.296141,0.273264,-1.24476,80.1466,3.89139,111.19,-0.971497,-3.19173,7.420023262500763,3.534550428390503,3.21271,269.2699890136719,2.34227,1.05645,0.637521,"15491"
"Nolan Arenado","STL",144.977,617.432,560.028,146.509,89.7187,29.5518,1.6243,25.6142,74.2212,90.6669,46.7473,3.6962,91.9374,4.86725,5.45543,0.333422,12.6955,3.59717,1.7295,0.26161,0.0757125,0.148903,0.508469,0.321057,0.457391,0.331447,0.778448,0.195781,3.06008,0.269895,-0.00482137,-1.07106,81.9334,6.70299,109.087,-1.07588,2.75747,5.7605894804000854,4.621891140937805,3.12972,103.6500015258789,3.03776,-1.18806,0.801067,"9777"
"Gabriel Moreno","ARI",124.46,473.452,427.194,122.102,87.4697,23.4174,1.26255,9.9527,53.1514,56.8661,36.0502,0.237567,86.5239,5.29358,4.35374,0.559875,13.441,6.00927,1.94722,0.285824,0.0761434,0.182751,0.41665,0.345631,0.416445,0.332194,0.762076,0.130621,3.71024,0.334704,-0.930092,-0.610717,63.1213,5.43394,107.605,-1.54081,4.08399,2.919647216796875,12.246860980987549,3.12033,153.32000732421875,2.70249,0.504869,1.09099,"22664"
"Yandy Díaz","TBR",135.689,589.716,509.142,149.787,103.953,28.353,0.584027,16.8968,81.163,67.8892,70.9676,1.21035,85.7351,5.8257,2.62089,1.15943,14.7806,1.37633,1.03492,0.294195,0.120342,0.145384,0.827754,0.384976,0.451737,0.365304,0.836713,0.157543,2.34204,0.32481,-0.932258,-1.5449,94.8374,22.984,132.162,-2.47716,1.28213,20.634315490722656,-9.653045535087585,3.09542,135.94000244140625,2.02274,1.4413,1.18114,"16578"
"Matt McLain","CIN",130.941,575.698,508.362,131.215,77.7934,28.1682,3.67835,21.5747,78.9758,73.1549,55.5693,0.66526,156.084,8.5499,2.54532,0.671121,7.16124,19.4685,5.56243,0.258113,0.0965251,0.271121,0.356022,0.339695,0.455313,0.343188,0.795008,0.1972,6.11329,0.329003,-0.849049,0.4576,82.0091,11.8637,110.091,-0.391448,0.590019,6.805648505687714,3.7306103706359863,3.00587,70.9800033569336,2.48475,0.202027,0.404549,"29695"
"Pete Alonso","NYM",152.158,648.721,563.168,140.575,74.2748,23.8739,1.26761,41.1585,89.0545,109.817,65.4329,7.02797,138.988,14.726,5.05309,0.340436,12.4877,3.61803,1.31918,0.249614,0.100864,0.214249,0.47078,0.340439,0.515759,0.360259,0.856198,0.266145,3.10571,0.256178,-1.33213,-0.968971,101.609,22.566,128.724,-2.3011,-0.646231,20.405166149139404,-12.58247697353363,2.9806,26.889999389648438,2.86292,-0.195871,1.74097,"19251"
"Matt Chapman","SFG",138.042,578.954,503.303,118.091,65.7044,26.0847,2.64737,23.6543,71.2153,69.6403,63.5811,0.411703,162.211,7.4117,4.31163,0.346511,6.4373,3.33501,1.34892,0.234631,0.109821,0.280179,0.391966,0.326791,0.437973,0.330907,0.764763,0.203341,3.90913,0.293509,0.292836,-0.952444,76.5682,6.02597,108.719,-0.659609,2.37488,5.491518318653107,4.505156517028809,2.96073,275.8900146484375,4.44889,0.936186,0.768277,"16505"
"Jung Hoo Lee","SFG",134.71,582.488,522.178,149.588,100.584,35.0578,4.05762,9.88824,70.294,59.583,49.7044,3.10393,53.6284,4.88975,2.67199,3.0431,11.6688,8.844,2.60045,0.286468,0.0853312,0.0920678,0.92683,0.352375,0.425957,0.337534,0.778331,0.139488,4.82652,0.302816,-0.933719,-0.500543,80.2413,9.26862,113.236,-1.43426,-0.250286,7.960285425186157,1.8285723626613617,2.95199,249.25999450683594,3.63488,-0.224989,1.12141,"sa3012640"
"Cal Raleigh","SEA",128.853,508.699,456.772,103.245,52.657,23.2266,0.949157,26.4122,61.5203,70.9377,44.6258,0.731563,139.193,3.40046,3.59705,0.303779,5.88744,0.754912,0.332182,0.226032,0.0877252,0.273626,0.320603,0.297546,0.454508,0.320678,0.752054,0.228476,2.40777,0.260659,-0.572491,-0.759364,62.9552,0.97308,107.598,-1.33186,3.75579,3.2990375757217407,8.645113468170166,2.91451,138.14999389648438,2.26601,-0.696645,1.0223,"21534"
