Name,Team,POS,ADP,IP,mSV,mERA,mWHIP,mSO,mHLD,mQS,PTS,aPOS,Dollars,PlayerId
Walker Buehler,LAD,SP,191.7799988,119.908,-1.996585624,-3.401871491,-1.230010626,-0.116119375,-2.368412322,1.274762891,-7.838236546,10.19224434,3.354007792,19374
Joel Payamps,MIL,RP,527.7299805,65.2853,-0.560119969,-0.411106006,-1.68302224,-2.946236477,5.706540959,-2.837960854,-2.731904587,5.072682396,3.340777809,14332
Craig Kimbrel,BAL,RP,107.5500031,63.7723,4.751862825,-0.508124115,-1.288281071,-2.060211505,-0.797180194,-2.837960854,-2.739894914,5.072682396,3.332787482,6655
Matt Brash,SEA,RP,351.0400085,51.1932,0.060289193,1.960445341,-2.252668921,-2.591510984,2.761018153,-2.837960854,-2.900388071,5.072682396,3.172294325,25756
Gabe Speier,SEA,RP,745.5800171,56.0904,-1.333407811,-0.127823624,-0.210588482,-3.166648309,4.722091015,-2.837960854,-2.954338064,5.072682396,3.118344332,17170
Kyle Bradish,BAL,SP,334.7799988,86.1744,-1.996585624,-0.523021321,-1.980988141,-1.740934562,-2.368412322,0.505009745,-8.104932224,10.19224434,3.087312114,24586
Aroldis Chapman,PIT,RP,365.1799927,56.3169,-0.202662716,1.949264703,-4.406024656,-1.760961889,4.242553414,-2.837960854,-3.015791997,5.072682396,3.056890399,10233
Kevin Ginkel,ARI,RP,499.6400146,62.7939,-0.475036449,0.495127565,-2.228756325,-2.670327538,4.563670498,-2.837960854,-3.153283103,5.072682396,2.919399293,19876
Hector Neris,CHC,RP,412.269989,64.6485,-0.347392344,-0.904969626,-2.372289366,-2.436953074,5.72178539,-2.837960854,-3.177779873,5.072682396,2.894902523,11804
Kodai Senga,NYM,SP,148.3999939,97.4133,-1.996585624,-0.377781392,-4.540429423,-0.036484522,-2.368412322,0.968509311,-8.351183972,10.19224434,2.841060366,31838
Caleb Thielbar,MIN,RP,750.8400269,53.1667,-1.838433036,-0.305935962,-0.354505936,-2.992531989,4.986810578,-2.837960854,-3.3425572,5.072682396,2.730125196,10078
Drew Rasmussen,TBR,SP,676.7000122,38.6677,-1.996585624,1.16468119,0.650653232,-4.532028076,-2.149042403,-1.632152918,-8.494474599,10.19224434,2.697769738,25385
John Brebbia,CHW,SP/RP,419.9400024,54.6431,2.088723873,-3.265583208,-3.145007315,-3.36660774,1.983587002,-2.837960854,-8.542848242,10.19224434,2.649396096,12777
Jeffrey Springs,TBR,SP,547.4299927,38.7724,-1.996585624,0.422068182,0.799734671,-4.223620941,-2.221154403,-1.372954604,-8.592512718,10.19224434,2.599731619,17677
Colin Poche,TBR,RP,636.460022,58.2785,-1.236697356,-0.892396843,-1.702676932,-3.102238756,6.253748147,-2.837960854,-3.518222594,5.072682396,2.554459802,19403
Aaron Civale,TBR,SP,200.2100067,142.587,-1.996585624,-5.936833798,-1.53550912,1.21986301,-2.368412322,1.65220686,-8.965270994,10.19224434,2.226973344,19479
Joe Jimenez,ATL,RP,671.3099976,61.6747,-1.469295687,-1.335997578,-0.848571581,-2.18602741,4.65424581,-2.837960854,-4.0236073,5.072682396,2.049075096,15761
Bryce Miller,SEA,SP,176.5500031,143.072,-1.996585624,-7.075818139,-0.678787812,1.080981088,-2.368412322,1.724629553,-9.313993255,10.19224434,1.878251083,29837
Braxton Garrett,MIA,SP,209.7299957,132.798,-1.996585624,-2.879737744,-4.741396808,0.988780521,-2.368412322,1.665434326,-9.33191765,10.19224434,1.860326687,21844
Brock Stewart,MIN,RP,648.2700195,55.6958,-1.637705906,0.692988317,-2.254683738,-2.619831147,4.392326255,-2.837960854,-4.264867073,5.072682396,1.807815323,16727
Ryan Pepiot,TBR,SP,188.0299988,132.456,-1.996585624,-4.704453843,-2.626838874,1.134512524,-2.241304732,1.049598851,-9.385071696,10.19224434,1.807172641,26221
Andrew Nardi,MIA,RP,485.3099976,65.261,-0.684660028,-0.211771668,-3.342269608,-2.03025059,4.835823475,-2.837960854,-4.271089273,5.072682396,1.801593123,25942
Alex Vesia,LAD,RP,745.210022,55.1475,-1.616274614,-0.46413886,-1.330332289,-2.582545694,4.328990629,-2.837960854,-4.502261681,5.072682396,1.570420715,25007
Yennier Cano,BAL,RP,337.4899902,65.1056,0.711483097,-0.270926998,-3.578098265,-3.112534648,4.463301988,-2.837960854,-4.62473568,5.072682396,1.447946716,25911
Clayton Kershaw,LAD,SP,459.0700073,55.1927,-1.996585624,-0.570117438,-0.597656408,-3.517348767,-2.332831151,-0.788889331,-9.803428719,10.19224434,1.388815619,2036
Alexis Diaz,CIN,RP,77.04000092,64.6133,6.330507726,-1.339716514,-3.683178694,-2.015477823,-1.188617973,-2.837960854,-4.734444131,5.072682396,1.338238265,21132
Taylor Rogers,SFG,RP,668.2999878,56.7027,-1.132620037,-1.077562272,-2.025603122,-2.71912687,4.720190758,-2.837960854,-5.072682396,5.072682396,1,13449
Triston McKenzie,CLE,SP,220.4199982,141.295,-1.996585624,-7.06219592,-2.737356424,1.660326676,-2.368412322,2.311979276,-10.19224434,10.19224434,1,18000
Hoby Milner,MIL,RP,745.460022,58.8525,-1.887594271,-0.347155619,-1.041917098,-3.478073642,4.254906027,-2.837960854,-5.337795458,5.072682396,0.734886938,13346
Brooks Raley,NYM,RP,744.2199707,57.1696,-1.189401999,-0.994808498,-3.436473377,-3.059319363,6.078843512,-2.837960854,-5.439120579,5.072682396,0.633561818,10061
Hunter Brown,HOU,SP,169.3699951,151.858,-1.996585624,-4.427045978,-7.634283815,3.045236699,-2.25295418,2.640039928,-10.62559297,10.19224434,0.566651368,25880
Griffin Jax,MIN,RP,531.5800171,60.6489,-1.439089186,-2.130527942,-1.475397714,-3.091256795,5.217600946,-2.587623124,-5.506293815,5.072682396,0.566388581,20253
DL Hall,MIL,SP,322.6000061,102.739,-1.847554791,-2.652279124,-6.409666611,0.738992538,-0.474917942,-0.006974778,-10.65240071,10.19224434,0.539843631,22207
Joe Kelly,LAD,RP,737.6400146,54.5709,-1.503088516,-0.412314667,-2.812456831,-2.550796336,4.581536964,-2.837960854,-5.535080239,5.072682396,0.537602157,9761
Trevor Bauer,,SP,574.0700073,45.2901,-1.996585624,-1.223953358,-0.25479856,-3.873299632,-2.368412322,-1.140036252,-10.85708575,10.19224434,0.33515859,12703
Scott Barlow,CLE,RP,478.1199951,66.331,-1.055990379,-0.544621285,-3.018520417,-2.355955312,4.060738453,-2.837960854,-5.752309794,5.072682396,0.320372602,14993
A.J. Puk,MIA,SP,351.6900024,91.4776,-1.160769288,-3.216302246,-3.53037729,-0.517738066,-1.06661956,-1.429435973,-10.92124242,10.19224434,0.271001914,19343
Kenley Jansen,BOS,RP,127.4199982,58.6819,6.261622299,-2.07815752,-2.514362343,-2.614523049,-2.034653538,-2.837960854,-5.818035004,5.072682396,0.254647392,3096
Julian Merryweather,CHC,RP,546.7600098,62.7298,-1.091406024,-1.356511619,-3.606849052,-2.176596433,5.173792393,-2.837960854,-5.895531589,5.072682396,0.177150807,16703
Garrett Whitlock,BOS,SP,374.0299988,109.682,-1.534704865,-5.448536792,-2.696655811,-0.376314479,-0.499884829,-0.472415011,-11.02851179,10.19224434,0.163732551,20191
Tyler Holton,DET,RP,744.1300049,56.0539,-1.862441715,0.404631586,-0.181746666,-3.795051687,2.307140615,-2.837960854,-5.965428722,5.072682396,0.107253674,26231
Ryan Walker,SFG,SP/RP,748.0900269,56.1057,-1.89179275,-0.111598303,-3.735872059,-2.966119806,0.301072951,-2.837960854,-11.24227082,10.19224434,-0.050026484,20423
Chad Green,TOR,RP,703.5700073,49.9269,-1.641597076,-1.069681186,0.071105443,-3.39842702,2.699072408,-2.837960854,-6.177488286,5.072682396,-0.104805889,15552
Cole Ragans,KCR,SP,95.27999878,160.313,-1.996585624,-3.945068835,-9.522237297,3.554419949,-2.36117785,2.817748717,-11.45290094,10.19224434,-0.260656601,21846
Kenta Maeda,DET,SP,246.3000031,131.915,-1.996585624,-7.75458315,-2.284093289,1.380095475,-2.251979553,1.440008558,-11.46713758,10.19224434,-0.274893245,18498
Danny Coulombe,BAL,RP,746.8499756,54.5065,-1.613873335,-0.504515904,-2.97260281,-3.349646842,4.900911518,-2.837960854,-6.377688226,5.072682396,-0.30500583,13293
Hunter Greene,CIN,SP,136.4499969,149.23,-1.996585624,-8.538448917,-5.526559509,4.447250234,-2.368412322,2.415633931,-11.56712221,10.19224434,-0.374877869,22182
John Means,BAL,SP,347.7000122,107.614,-1.996585624,-6.129283463,-0.279433101,-1.728452386,-2.270262811,0.77142389,-11.6325935,10.19224434,-0.440349158,16269
John Schreiber,KCR,RP,682.3099976,58.4785,-1.174872872,-0.497634812,-3.218137328,-3.137103466,4.142096859,-2.837960854,-6.723612473,5.072682396,-0.650930077,20020
Scott Alexander,OAK,SP/RP,999,46.4794,-1.849518499,-1.373753473,-3.001835895,-4.806493107,1.956653824,-2.837960854,-11.912908,10.19224434,-0.720663666,10591
Abner Uribe,MIL,RP,503.0299988,57.9159,-1.560337529,1.176419414,-5.962658278,-2.288387255,4.65472935,-2.837960854,-6.818195152,5.072682396,-0.745512756,25327
Gavin Williams,CLE,SP,161.8999939,143.97,-1.996585624,-4.665694142,-6.785663381,2.027139734,-2.368412322,1.805551151,-11.98366458,10.19224434,-0.791420246,30122
Nick Pivetta,BOS,SP,166.9100037,160.711,-1.919676634,-9.461005337,-4.676309994,4.242928387,-2.184190362,1.998050508,-12.00020343,10.19224434,-0.807959093,15454
Tommy Kahnle,NYY,RP,704.2399902,46.5055,-1.456716476,-0.185736153,-1.440045367,-3.689441031,2.719289242,-2.837960854,-6.890610638,5.072682396,-0.817928242,11384
JoJo Romero,STL,RP,672.0700073,52.9699,-1.160442254,-0.154833426,-1.568634531,-3.310188488,2.062191071,-2.837960854,-6.969868483,5.072682396,-0.897186086,19574
Jonathan Loaisiga,NYY,RP,652.25,50.5897,-1.108637839,-0.428692002,-1.464427141,-4.37406174,3.185943608,-2.837960854,-7.027835968,5.072682396,-0.955153572,19753
Jose Berrios,TOR,SP,165.1900024,174.304,-1.996585624,-9.032739521,-5.417522868,3.030611622,-2.368412322,3.627724199,-12.15692451,10.19224434,-0.964680177,14168
Andrew Kittredge,STL,RP,657.8800049,51.2334,-1.250574637,-0.595491347,-0.626287932,-4.217958385,2.282863371,-2.837960854,-7.245409785,5.072682396,-1.172727389,12828
Sam Hentges,CLE,RP,750.4899902,60.1728,-1.845358881,0.002771937,-4.135937734,-2.943344508,4.511143173,-2.837960854,-7.248686866,5.072682396,-1.17600447,18548
Eduardo Rodriguez,ARI,SP,192.3999939,162.713,-1.996585624,-4.582210329,-9.230379181,2.43887755,-2.368412322,3.36888976,-12.36982015,10.19224434,-1.177575809,13164
Merrill Kelly,ARI,SP,145.1600037,179.527,-1.996585624,-6.387128293,-9.186241211,3.459135415,-2.368412322,4.101331572,-12.37790046,10.19224434,-1.185656125,11156
Brock Burke,TEX,RP,999,63.522,-1.895263631,-1.528842678,-1.514521997,-3.042746614,3.393549051,-2.837960854,-7.425786723,5.072682396,-1.353104327,17968
Mark Leiter Jr.,CHC,RP,735.1199951,60.8684,-1.582664292,-2.482488631,-2.593478893,-2.751982524,4.703968891,-2.837960854,-7.544606302,5.072682396,-1.471923906,15551
David Robertson,TEX,RP,324.1199951,59.1203,0.349679944,-1.328655341,-3.898857178,-2.767188671,2.90574326,-2.837960854,-7.577238841,5.072682396,-1.504556444,8241
Nathan Eovaldi,TEX,SP,202.5099945,149.017,-1.996585624,-6.339666714,-6.225484663,1.467493323,-2.368412322,2.692850919,-12.76980508,10.19224434,-1.577560743,9132
Tyler Wells,BAL,SP,320.0299988,102.717,-1.86014835,-6.954593039,-1.077727829,-1.104408654,-1.384281364,-0.502361353,-12.88352059,10.19224434,-1.69127625,20000
Ryan Brasier,LAD,RP,739.9099731,56.3686,-1.759532311,-2.694819929,-1.736819165,-3.475221134,4.732431314,-2.837960854,-7.771922079,5.072682396,-1.699239683,5615
Aaron Bummer,ATL,RP,744.25,59.8083,-1.744701889,-0.885384333,-4.760623035,-2.505153894,4.953015099,-2.837960854,-7.780808906,5.072682396,-1.70812651,16258
Ian Hamilton,NYY,RP,698.9000244,59.8524,-1.553090026,0.445882947,-3.822678381,-2.77015864,2.753860173,-2.837960854,-7.784144782,5.072682396,-1.711462386,19261
Richard Kerkering,PHI,RP,379.6700134,53.0839,-1.155622897,-0.549191921,-2.037086844,-3.165432398,1.915695656,-2.837960854,-7.829599258,5.072682396,-1.756916862,31776
Jose Leclerc,TEX,RP,188.4900055,60.033,3.475977135,-1.769221137,-4.591808783,-2.716299054,0.587485153,-2.837960854,-7.85182754,5.072682396,-1.779145144,14524
Jason Foley,DET,RP,486.7600098,60.9067,-0.093773099,-0.604372183,-4.692392417,-3.833763279,4.204953654,-2.837960854,-7.857308178,5.072682396,-1.784625782,19531
Cristopher Sanchez,PHI,SP,223.5500031,145.096,-1.995236091,-5.998262986,-5.527202589,1.023833998,-2.241126627,1.690601943,-13.04739235,10.19224434,-1.855148013,20778
Tyler Rogers,SFG,RP,698.8400269,67.9365,-1.40614071,-2.094063685,-4.330638337,-3.791601031,6.472678858,-2.837960854,-7.98772576,5.072682396,-1.915043364,15541
Gregory Soto,PHI,RP,607.3900146,63.379,-1.00176063,-2.027985201,-5.172967364,-2.591278833,5.606695538,-2.837960854,-8.025257344,5.072682396,-1.952574948,19677
Robbie Ray,SFG,SP,540.8800049,49.7992,-1.996585624,-2.332424619,-2.026722985,-3.537223327,-2.259580744,-1.023486986,-13.17602428,10.19224434,-1.983779947,11486
Jeff Hoffman,PHI,RP,450,63.2629,-0.87544754,-1.948461937,-3.396002632,-2.279410888,3.187582086,-2.837960854,-8.149701766,5.072682396,-2.07701937,17432
Nick Lodolo,CIN,SP,252.3899994,111.764,-1.996585624,-5.826901285,-5.297365017,1.128828277,-2.260216919,0.974912934,-13.27732763,10.19224434,-2.085083297,26378
Alex Cobb,SFG,SP,465.6300049,100.656,-1.996585624,-1.982847178,-6.569206644,-1.433056575,-2.281892278,0.905237421,-13.35835088,10.19224434,-2.166106541,6562
Pierce Johnson,ATL,RP,653.8400269,56.5677,-1.604168436,-1.048795187,-4.200884389,-2.282143628,3.718560814,-2.837960854,-8.255391681,5.072682396,-2.182709285,13435
Griffin Canning,LAA,SP,264.3299866,140.837,-1.996585624,-7.532153616,-5.447819221,2.212646703,-2.368412322,1.687607575,-13.44471651,10.19224434,-2.252472168,19867
J.P. Feyereisen,LAD,RP,999,40.87,-1.871228772,0.397432209,-1.711133064,-4.417778895,2.076524923,-2.837960854,-8.364144453,5.072682396,-2.291462057,16610
Dylan Cease,SDP,SP,105.7300034,173.376,-1.996585624,-6.369790435,-11.44907654,5.26508777,-2.368412322,3.422773352,-13.4960038,10.19224434,-2.303759461,18525
Phil Maton,TBR,RP,728.3699951,61.4809,-1.865920604,-1.348857331,-2.381660613,-2.711426644,2.75179136,-2.837960854,-8.394034686,5.072682396,-2.32135229,18064
Trevor Stephan,CLE,RP,744.8200073,52.641,-1.668114197,-1.584156117,-2.792601535,-3.33341009,3.738431119,-2.837960854,-8.477811673,5.072682396,-2.405129277,19932
Will Vest,DET,RP,721.5999756,59.8696,-1.503908356,-0.911929156,-3.292266571,-3.032405262,3.087536092,-2.837960854,-8.490934107,5.072682396,-2.418251711,19769
Lance McCullers Jr.,HOU,SP,694.0900269,37.84,-1.996585624,-0.606504056,-2.726188723,-4.564296889,-2.247563087,-1.473948717,-13.6150871,10.19224434,-2.422842759,14120
Adam Ottavino,NYM,RP,618.3400269,60.4458,-0.84571783,-1.946863728,-4.701670953,-3.064981457,4.806001303,-2.837960854,-8.591193518,5.072682396,-2.518511122,1247
Enyel De Los Santos,SDP,RP,739.0999756,61.5785,-1.892445094,-1.836528971,-3.303250806,-2.981785872,4.242353784,-2.837960854,-8.609617813,5.072682396,-2.536935417,18403
Gregory Santos,SEA,RP,543.0300293,60.4085,-1.003438485,-0.729089424,-3.773090174,-3.159983302,2.884896931,-2.837960854,-8.618665308,5.072682396,-2.545982912,21894
Seranthony Dominguez,PHI,RP,645.9299927,58.8835,-0.393026645,-2.057382505,-5.017897069,-3.104049122,4.6102913,-2.837960854,-8.800024894,5.072682396,-2.727342498,19249
Tyler Mahle,TEX,SP,664.5999756,38.7943,-1.996585624,-2.233323443,-1.576614887,-4.429940305,-2.146274839,-1.626288868,-14.00902797,10.19224434,-2.816783628,16358
Andrew Chafin,DET,RP,740.9000244,55.6731,-1.246525375,-1.681171819,-4.382607244,-3.141015656,4.33803333,-2.837960854,-8.951247618,5.072682396,-2.878565222,12988
Tariq Tiedemann,TOR,SP,999,53.3371,-1.996585624,-1.917829131,-3.664898771,-3.089194663,-2.190189652,-1.244982344,-14.10368018,10.19224434,-2.911435847,sa3018096
Trevor Megill,MIL,RP,668.8699951,55.7749,-1.306972564,-1.513049143,-3.091705677,-2.495886761,2.225619773,-2.837960854,-9.019955226,5.072682396,-2.94727283,17722
Tom Cosgrove,SDP,RP,750.8200073,55.7885,-1.793217855,-0.684148557,-2.477210221,-3.557081041,2.183109289,-2.837960854,-9.166509238,5.072682396,-3.093826842,23443
Andrew Thorpe,,SP,999,54.3431,-1.996585624,-2.307202734,-2.624397274,-3.788727985,-2.368412322,-1.242049167,-14.32737511,10.19224434,-3.135130768,sa3020678
Josh Sborz,TEX,RP,585.1300049,58.351,-1.439081015,-3.409515927,-3.388778109,-2.5673257,4.419350303,-2.837960854,-9.223311302,5.072682396,-3.150628906,18323
Matt Moore,LAA,RP,727,57.981,-1.663092788,-2.01381008,-4.965503766,-3.050485379,5.252219902,-2.837960854,-9.278632965,5.072682396,-3.205950569,1890
Wandy Peralta,SDP,RP,726.2700195,54.8419,-1.579662481,-0.060541018,-4.738336468,-3.734515325,3.516755488,-2.837960854,-9.434260657,5.072682396,-3.361578261,14295
JT Chargois,MIA,SP/RP,999,54.4187,-1.852981871,-2.573350869,-5.157062838,-3.898546443,1.707298282,-2.837960854,-14.61260459,10.19224434,-3.420360254,13767
Steven Okert,MIN,RP,750.7600098,50.8034,-1.91491547,-2.191616551,-2.23207321,-3.119120271,2.793099352,-2.837960854,-9.502587004,5.072682396,-3.429904607,13580
Anthony Bender,MIA,RP,711.2399902,48.0262,-1.186925155,-1.261369185,-2.793716459,-3.886511954,2.416485909,-2.837960854,-9.549997697,5.072682396,-3.477315301,19742
Brennan Bernardino,BOS,SP/RP,999,51.4649,-1.980807907,-1.873716566,-5.437674005,-3.599092137,0.973546443,-2.837960854,-14.75570503,10.19224434,-3.563460687,16835
Garrett Cleavinger,TBR,RP,750.8200073,43.118,-1.983066408,0.353636726,-1.775024155,-3.546519998,0.139518139,-2.837960854,-9.64941655,5.072682396,-3.576734154,17897
Taj Bradley,TBR,SP,243.4199982,129.252,-1.996585624,-7.043712682,-5.460826529,1.41411604,-2.259410084,0.574868953,-14.77154993,10.19224434,-3.579305587,22543
Kyle Finnegan,WSN,RP,236.0099945,66.6345,3.62319387,-2.888705024,-5.572339617,-2.86662747,0.871779106,-2.837960854,-9.670659989,5.072682396,-3.597977593,15009
Colin Holderman,PIT,RP,735.2800293,59.9147,-1.545864095,-2.327221811,-5.403451339,-3.268550312,5.662875537,-2.837960854,-9.720172874,5.072682396,-3.647490478,22361
Ryan Borucki,PIT,RP,999,51.7603,-1.996585624,-2.298143081,-1.668814197,-4.073034758,2.691903128,-2.534641873,-9.879316404,5.072682396,-3.806634008,16350
Marcus Stroman,NYY,SP,265.1499939,151.316,-1.996585624,-5.410637838,-9.319948951,0.909063515,-2.368412322,3.133200842,-15.05332038,10.19224434,-3.86107604,13431
Justin Topa,MIN,RP,746.8800049,53.5018,-1.725406647,-1.557577491,-3.952146726,-4.047827408,4.147730302,-2.837960854,-9.973188823,5.072682396,-3.900506427,15145
Nick Sandlin,CLE,RP,999,56.6812,-1.9770366,-1.953836892,-3.278927436,-3.205079981,3.250767989,-2.837960854,-10.00207377,5.072682396,-3.929391378,20517
Louie Varland,MIN,SP,309.3299866,120.365,-1.996585624,-6.324884082,-5.520089218,0.18525745,-2.209347934,0.709417505,-15.1562319,10.19224434,-3.963987565,27691
Kevin Kelly,TBR,RP,750.789978,48.5483,-1.852404005,-0.852075873,-0.821038911,-4.21670486,0.536742027,-2.837960854,-10.04344248,5.072682396,-3.97076008,25679
Dylan Lee,ATL,RP,999,38.7588,-1.982937228,-0.616730453,-1.216713953,-4.395860433,0.945341797,-2.837960854,-10.10486113,5.072682396,-4.032178729,19996
James Karinchak,CLE,RP,747.25,44.5488,-1.550665934,-0.954653489,-3.491917553,-3.27188743,1.977222365,-2.837960854,-10.1298629,5.072682396,-4.057180499,20151
Steven Wilson,CHW,RP,999,51.7526,-1.887474542,-3.06542239,-2.782812086,-3.471203946,3.901725636,-2.837960854,-10.14314818,5.072682396,-4.070465786,20353
Steven Matz,STL,SP,368.75,123.039,-1.996585624,-5.200834958,-6.930982155,0.154517466,-2.014048125,0.560982561,-15.42695083,10.19224434,-4.234706497,13361
Cristian Javier,HOU,SP,180.8099976,157.052,-1.996585624,-10.88245502,-5.633709868,3.215026602,-2.283557666,2.130814217,-15.45046736,10.19224434,-4.258223022,17606
Eli Morgan,CLE,RP,999,58.9011,-1.954759954,-2.943449074,-2.003410798,-3.128111176,2.180978798,-2.493259845,-10.34201205,5.072682396,-4.269329652,20203
James McArthur,KCR,RP,347.0700073,61.7287,0.652088,-3.354500345,-4.64046641,-3.275718621,3.060803957,-2.837960854,-10.39575427,5.072682396,-4.323071876,21527
Jordan Hicks,SFG,SP,323.3299866,102.426,-1.922119985,-1.916314049,-9.678729368,-0.11426401,-1.5162862,-0.37665874,-15.52437235,10.19224434,-4.332128013,19618
Alex Faedo,DET,SP,727.539978,49.4305,-1.996585624,-3.557854338,-2.165563576,-3.9420686,-1.595552899,-2.330042997,-15.58766803,10.19224434,-4.395423696,19874
Alex Lange,DET,RP,178.1600037,62.629,3.721570545,-1.969253558,-7.550855823,-2.409859667,0.530984991,-2.837960854,-10.51537437,5.072682396,-4.442691969,19883
Kyle Harrison,SFG,SP,259.4200134,134.585,-1.996585624,-5.911716811,-8.706021728,2.181344571,-2.368412322,1.101819741,-15.69957217,10.19224434,-4.507327836,27758
Nick Anderson,KCR,RP,598.7000122,48.495,-1.451417582,-3.304461705,-3.112222341,-4.130755996,4.24294938,-2.837960854,-10.5938691,5.072682396,-4.521186701,18337
Jesse Chavez,CHW,RP,744.3699951,50.0042,-1.664737502,-1.576734344,-3.892526342,-3.753228205,2.831151106,-2.573661136,-10.62973642,5.072682396,-4.557054028,5448
Sean Manaea,NYM,SP,316.7600098,135.877,-1.947793749,-8.541250963,-6.231311313,1.607797691,-2.286872044,1.545238916,-15.85419146,10.19224434,-4.661947125,15873
Brandon Pfaadt,ARI,SP,198.1000061,145.58,-1.996585624,-10.37777564,-3.924812014,1.551127827,-2.368412322,1.206505074,-15.9099527,10.19224434,-4.717708358,27782
Aaron Ashby,MIL,SP,410.8099976,75.7955,-1.996312338,-1.804598242,-7.516283823,-1.771186243,-1.642181588,-1.256534748,-15.98709698,10.19224434,-4.794852645,23550
Ryne Stanek,SEA,RP,750.5800171,54.4794,-1.827178238,-1.422867859,-4.256739555,-3.237956403,2.619752212,-2.837960854,-10.9629507,5.072682396,-4.890268301,15947
Dillon Tate,BAL,RP,744.5200195,51.1527,-1.607648476,-2.546070907,-2.407187774,-4.387587213,2.797065127,-2.837960854,-10.9893901,5.072682396,-4.916707702,17796
Garrett Crochet,CHW,SP,522.6099854,70.1998,-1.785989686,-2.11962738,-8.307370706,-2.127076185,0.086357081,-1.887385137,-16.14109201,10.19224434,-4.948847675,27463
Domingo German,,SP,627.3599854,77.4193,-1.996585624,-6.200384506,-2.339605633,-2.428274858,-2.368412322,-0.809913156,-16.1431761,10.19224434,-4.95093176,17149
Paul Skenes,PIT,SP,307.3699951,60.7839,-1.996585624,-3.381543997,-3.31710464,-3.261759537,-2.368412322,-1.983474749,-16.30888087,10.19224434,-5.116636531,sa3023079
Will Smith,KCR,RP,281.0899963,59.6586,1.951198016,-5.036306038,-4.531789126,-3.243308808,2.471422455,-2.837960854,-11.22674436,5.072682396,-5.154061959,8048
Blake Treinen,LAD,RP,727.3699951,41.5396,-1.869102486,-1.378002804,-2.251743875,-4.301838424,1.37370829,-2.837960854,-11.26494015,5.072682396,-5.192257759,12572
Luke Jackson,SFG,RP,750.539978,57.2182,-1.835189708,-1.495395847,-5.023190926,-3.069861944,2.956157043,-2.837960854,-11.30544224,5.072682396,-5.232759839,11752
Andrew Saalfrank,ARI,RP,999,50.983,-1.946713422,-0.061523334,-7.0154102,-3.710474732,4.219451354,-2.837960854,-11.35263119,5.072682396,-5.279948793,26203
James Paxton,LAD,SP,310.4200134,77.2469,-1.996585624,-5.146877325,-5.063822063,-1.954762617,-2.294381284,-0.057191506,-16.51362042,10.19224434,-5.32137608,11828
Woo-Suk Go,SDP,RP,587.3099976,59.8851,-0.963710866,-2.22802285,-6.223112416,-2.65874443,3.497888515,-2.837960854,-11.4136629,5.072682396,-5.340980505,sa3012630
Michael Fulmer,BOS,RP,999,35.4439,-1.750955134,-1.333603189,-2.607179814,-4.642746986,1.734787507,-2.837960854,-11.43765847,5.072682396,-5.364976073,13218
Dany Jimenez,OAK,RP,547.4899902,53.2089,0.026089124,-2.78722812,-5.342364799,-3.446109902,2.923984975,-2.837960854,-11.46358958,5.072682396,-5.39090718,21170
Ryan Thompson,ARI,RP,999,53.9531,-1.796827079,-2.16080619,-3.737742455,-4.066015986,3.078312594,-2.837960854,-11.52103997,5.072682396,-5.448357573,16647
Emilio Pagan,CIN,RP,695.5999756,63.4419,-1.11358937,-5.080202287,-3.436805338,-2.74316954,3.53009307,-2.837960854,-11.68163432,5.072682396,-5.608951922,14771
Emmet Sheehan,LAD,SP,272.0599976,95.7465,-1.994215572,-7.174778613,-4.872327424,-0.478147252,-2.147370217,-0.162305782,-16.82914486,10.19224434,-5.636900523,29839
Scott McGough,ARI,RP,750.4799805,54.7745,-1.21094703,-3.296634264,-4.09884051,-3.10994706,2.820065488,-2.837960854,-11.73426423,5.072682396,-5.661581833,12056
Yusei Kikuchi,TOR,SP,228.8999939,147.935,-1.996037689,-8.088782956,-8.857213835,2.645135992,-2.368412322,1.716869304,-16.94844151,10.19224434,-5.756197169,20633
Victor Gonzalez,NYY,RP,999,46.9546,-1.996585624,-1.472753602,-3.089056299,-4.1486095,1.684161852,-2.837960854,-11.86080403,5.072682396,-5.788121631,16408
Dauri Moreta,PIT,RP,739.1300049,35.433,-1.789201033,-1.507300527,-0.892251205,-4.375706184,-0.473005561,-2.837960854,-11.87542536,5.072682396,-5.802742967,21101
Sixto Sanchez,MIA,RP,712.8499756,44.2292,-1.996585624,-0.537888274,-1.729330164,-4.23350376,-0.831582216,-2.649900052,-11.97879009,5.072682396,-5.906107693,19680
Keynan Middleton,STL,RP,745.9000244,45.2943,-1.785550628,-1.701770737,-3.031073201,-3.835893718,1.154528511,-2.837960854,-12.03772063,5.072682396,-5.965038231,15264
Kirby Yates,TEX,RP,559.8099976,57.2065,-1.456983143,-3.177908748,-5.780282591,-2.649882984,3.854801621,-2.837960854,-12.0482167,5.072682396,-5.975534303,9073
Cionel Perez,BAL,RP,999,53.3249,-1.753158872,-0.716432414,-6.832501922,-3.864790106,3.937033882,-2.837960854,-12.06781029,5.072682396,-5.99512789,19614
Keaton Winn,SFG,SP,450.5499878,122.511,-1.99226361,-6.837573353,-6.773442178,-0.450054625,-2.012179237,0.872931402,-17.1925816,10.19224434,-6.000337263,23499
Trevor Gott,OAK,RP,720.1599731,57.2715,-1.094405874,-3.839610914,-4.290959169,-3.47578882,3.351190173,-2.837960854,-12.18753546,5.072682396,-6.114853062,15046
